r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,date,winner,title_bout,win_con,weight_class,num_rounds,round_length,fight_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Yushin Okami,Rory Singer,0,0,35,28,0.42,0.3,74,35,3,0,0.75,0.0,0,0,0,0,408,30,24,5,5,5,6,18,10,10,7,18,18,0,"December 30, 2006",r,False,KO/TKO,Middleweight,3,4,14,0.592,0.3465346534653465,0.19230769230769232,0.1388888888888889,0.34285714285714286,0.07352941176470588,1.0,1.0,0.75,0.9,0.75,0.0,1.0
Christian Wellisch,Anthony Perosh,1,1,61,48,0.29,0.44,98,76,1,3,1.0,0.27,0,0,1,0,179,256,56,40,1,0,4,8,37,25,16,16,8,7,"December 30, 2006",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.39357429718875503,0.5547445255474452,0.2356687898089172,0.352112676056338,0.28,0.40816326530612246,0.5,0.0,1.0,1.0,0.38095238095238093,0.7777777777777778,0.5714285714285714
Diego Sanchez,Joe Riggs,2,0,6,3,0.6,0.5,6,3,0,0,0.0,0.0,0,0,0,0,4,0,5,2,1,1,0,0,3,3,0,0,3,0,"December 13, 2006",r,False,KO/TKO,Welterweight,1,1,1,0.6,0.5,0.42857142857142855,0.5,0.5555555555555556,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0
Josh Koscheck,Jeff Joslin,0,0,14,18,0.31,0.33,48,83,6,0,0.5,0.0,1,1,0,0,556,0,12,8,1,1,1,9,3,18,0,0,11,0,"December 13, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.6,0.6974789915966386,0.15,0.3333333333333333,0.2857142857142857,0.18604651162790697,1.0,0.5,1.0,1.0,0.4583333333333333,0.0,0.0
Karo Parisyan,Drew Fickett,0,0,56,47,0.38,0.36,101,63,3,1,0.75,0.14,0,0,0,0,285,72,55,21,1,11,0,15,33,27,10,9,13,11,"December 13, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5153061224489796,0.43448275862068964,0.34375,0.2967032967032967,0.3767123287671233,0.22826086956521738,1.0,0.8461538461538461,0.0,0.6521739130434783,0.5416666666666666,0.55,0.37037037037037035
Marcus Davis,Shonie Carter,1,0,54,27,0.5,0.31,69,39,1,0,0.5,0.0,2,0,0,1,170,92,38,9,7,3,9,15,44,22,9,2,1,3,"December 13, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5655737704918032,0.38235294117647056,0.4731182795698925,0.3055555555555556,0.4418604651162791,0.14285714285714285,0.7,0.5,0.9,0.8823529411764706,1.0,0.3333333333333333,0.75
David Heath,Victor Valimaki,0,0,44,66,0.33,0.31,48,83,0,1,0.0,0.33,0,0,0,0,5,59,24,46,9,8,11,12,36,53,7,8,1,5,"December 13, 2006",r,False,Decision - Split,Light Heavyweight,3,5,15,0.35294117647058826,0.3672566371681416,0.3050847457627119,0.2896174863387978,0.23300970873786409,0.2541436464088398,0.6,0.6153846153846154,0.7857142857142857,0.8,1.0,0.5555555555555556,0.5384615384615384
Alan Belcher,Jorge Santiago,1,0,29,14,0.38,0.23,71,24,1,0,0.5,0.0,2,3,0,1,259,145,11,11,1,1,17,2,14,12,5,1,10,1,"December 13, 2006",r,False,KO/TKO,Middleweight,3,2,12,0.5819672131147541,0.34782608695652173,0.28,0.2222222222222222,0.2037037037037037,0.20754716981132076,0.5,0.3333333333333333,0.85,0.6666666666666666,0.47619047619047616,0.3333333333333333,1.0
Luigi Fioravanti,Dave Menne,1,0,23,8,0.46,0.19,31,8,1,0,1.0,0.0,0,2,0,0,33,0,14,2,5,2,4,4,14,8,7,0,2,0,"December 13, 2006",r,False,KO/TKO,Welterweight,1,4,4,0.5254237288135594,0.19047619047619047,0.4,0.1951219512195122,0.35,0.06666666666666667,1.0,1.0,0.8,0.4,0.4,0.0,0.7
Brock Larson,Keita Nakamura,0,0,22,16,0.4,0.36,42,75,5,0,0.25,0.0,0,1,0,0,602,1,20,14,2,2,0,0,11,13,4,2,7,1,"December 13, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5316455696202531,0.7211538461538461,0.3055555555555556,0.34210526315789475,0.38461538461538464,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.5833333333333334,1.0,0.5714285714285714
Logan Clark,Steve Byrnes,0,0,40,18,0.72,0.51,183,45,0,3,0.0,0.6,2,4,1,1,229,538,27,16,11,2,2,0,2,1,14,3,24,14,"December 13, 2006",r,False,Decision - Unanimous,Middleweight,3,5,15,0.8356164383561644,0.703125,0.3333333333333333,0.3333333333333333,0.675,0.48484848484848486,0.8461538461538461,1.0,1.0,0.0,0.8888888888888888,0.4827586206896552,0.6363636363636364
Georges St-Pierre,Matt Hughes,2,0,45,10,0.48,0.25,49,10,1,0,1.0,0.0,0,0,0,0,37,0,32,6,3,3,10,1,33,8,4,2,8,0,"November 18, 2006",r,True,KO/TKO,Welterweight,2,1,6,0.5104166666666666,0.2564102564102564,0.44594594594594594,0.2222222222222222,0.45714285714285713,0.17647058823529413,0.6,0.75,0.5882352941176471,1.0,0.6153846153846154,0.0,0.8
Tim Sylvia,Jeff Monson,0,0,49,12,0.28,0.24,100,50,0,1,0.0,0.07,1,2,1,1,344,309,27,10,2,2,20,0,28,6,0,0,21,6,"November 18, 2006",r,True,Decision - Unanimous,Heavyweight,5,5,25,0.4291845493562232,0.5,0.18543046357615894,0.16666666666666666,0.17763157894736842,0.2127659574468085,1.0,0.6666666666666666,0.9523809523809523,0.0,0.875,0.42857142857142855,0.0
Drew McFedries,Alessio Sakara,1,0,30,32,0.52,0.55,36,33,1,0,1.0,0.0,0,0,0,0,33,11,21,28,7,4,2,0,13,15,5,17,12,0,"November 18, 2006",r,False,KO/TKO,Light Heavyweight,1,4,4,0.5714285714285714,0.559322033898305,0.38235294117647056,0.45454545454545453,0.44680851063829785,0.5384615384615384,1.0,0.6666666666666666,0.6666666666666666,0.0,0.8,0.0,0.625
Brandon Vera,Frank Mir,0,0,15,2,0.71,0.28,17,2,0,0,0.0,0.0,0,0,0,0,34,0,13,2,1,0,1,0,5,2,2,0,8,0,"November 18, 2006",r,False,KO/TKO,Heavyweight,1,1,1,0.7083333333333334,0.2857142857142857,0.5,0.2857142857142857,0.6842105263157895,0.2857142857142857,1.0,0.0,1.0,0.0,0.8888888888888888,0.0,1.0
Joe Stevenson,Dokonjonosuke Mishima,0,0,1,1,1.0,0.2,2,6,0,1,0.0,1.0,3,0,0,0,0,111,0,0,1,1,0,0,0,0,1,0,0,1,"November 18, 2006",r,False,Submission,Lightweight,1,2,2,1.0,0.46153846153846156,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0
Nick Diaz,Gleison Tibau,0,0,24,0,0.47,0.0,117,7,0,0,0.0,0.0,1,1,1,0,197,222,24,0,0,0,0,0,1,0,0,0,23,0,"November 18, 2006",r,False,KO/TKO,Welterweight,2,2,7,0.740506329113924,0.4375,0.5,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.46938775510204084,0.0,0.0
Antoni Hardonk,Sherman Pendergarst,1,0,10,4,0.83,0.36,15,14,0,1,0.0,1.0,0,0,0,0,0,164,5,4,2,0,3,0,7,0,3,0,0,4,"November 18, 2006",r,False,KO/TKO,Heavyweight,1,3,3,0.8333333333333334,0.6666666666666666,0.875,0.0,0.8333333333333334,0.4,0.6666666666666666,0.0,1.0,0.0,0.0,0.8,0.75
James Irvin,Hector Ramirez,1,0,17,33,0.5,0.68,18,66,0,3,0.0,0.6,0,1,0,0,6,221,4,24,2,5,11,4,13,15,1,10,3,8,"November 18, 2006",r,False,KO/TKO,Light Heavyweight,2,2,7,0.5142857142857142,0.8148148148148148,0.48148148148148145,0.625,0.2857142857142857,0.631578947368421,0.6666666666666666,0.8333333333333334,0.6470588235294118,1.0,0.75,0.7272727272727273,0.3333333333333333
Jake O'Brien,Josh Shockman,0,0,13,13,0.41,0.32,106,50,10,0,0.76,0.0,0,0,0,0,622,27,12,1,1,2,0,10,0,13,0,0,13,0,"November 18, 2006",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.803030303030303,0.6024096385542169,0.0,0.325,0.4,0.045454545454545456,1.0,0.2857142857142857,0.0,0.9090909090909091,0.5416666666666666,0.0,0.0
Matt Serra,Chris Lytle,0,0,20,42,0.51,0.72,91,195,1,1,0.06,0.5,0,0,0,0,493,84,7,7,7,30,6,5,3,3,15,34,2,5,"November 11, 2006",r,True,Decision - Split,Ultimate Fighter 4 Welterweight Tournament,3,5,15,0.7982456140350878,0.9112149532710281,0.2,0.25,0.3333333333333333,0.3181818181818182,0.6363636363636364,0.967741935483871,0.8571428571428571,1.0,0.6666666666666666,0.625,0.7142857142857143
Travis Lutter,Patrick Cote,0,0,0,0,0.0,0.0,5,0,1,0,0.5,0.0,1,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,"November 11, 2006",r,True,Submission,Ultimate Fighter 4 Middleweight Tournament,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Din Thomas,Rich Clementi,1,0,33,22,0.44,0.3,63,27,1,1,1.0,0.5,1,0,0,0,135,20,23,9,9,7,1,6,17,13,14,9,2,0,"November 11, 2006",r,False,Submission,Lightweight,2,3,8,0.5887850467289719,0.35064935064935066,0.3148148148148148,0.22807017543859648,0.3709677419354839,0.16666666666666666,0.75,0.7777777777777778,1.0,0.6666666666666666,0.6666666666666666,0.0,0.7777777777777778
Jorge Rivera,Edwin DeWees,1,0,24,6,0.55,0.24,31,7,0,0,0.0,0.0,0,0,0,0,15,15,16,4,4,1,4,1,7,4,10,2,7,0,"November 11, 2006",r,False,KO/TKO,Middleweight,1,2,2,0.5535714285714286,0.2692307692307692,0.6363636363636364,0.2222222222222222,0.48484848484848486,0.18181818181818182,0.8,1.0,0.8,0.5,0.6363636363636364,0.0,0.47619047619047616
Pete Spratt,Jeremy Jackson,0,0,12,5,0.8,0.35,40,20,0,2,0.0,0.4,0,0,1,1,66,202,7,0,2,1,3,4,4,0,3,5,5,0,"November 11, 2006",r,False,Submission,Welterweight,2,1,6,0.9302325581395349,0.6060606060606061,0.8,0.0,0.7,0.0,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.0,1.0
Scott Smith,Pete Sell,2,0,26,32,0.27,0.35,26,44,0,0,0.0,0.0,0,0,0,0,8,37,23,19,0,4,3,9,24,29,2,3,0,0,"November 11, 2006",r,False,KO/TKO,Middleweight,2,3,8,0.27956989247311825,0.43137254901960786,0.27586206896551724,0.35365853658536583,0.26744186046511625,0.2602739726027397,0.0,0.6666666666666666,0.5,0.8181818181818182,0.0,0.0,0.4
Charles McCarthy,Gideon Ray,0,0,2,9,0.16,0.34,2,9,1,0,1.0,0.0,1,0,0,0,38,0,1,4,1,1,0,4,1,9,1,0,0,0,"November 11, 2006",r,False,Submission,Middleweight,1,4,4,0.16666666666666666,0.34615384615384615,0.09090909090909091,0.34615384615384615,0.09090909090909091,0.2222222222222222,1.0,1.0,0.0,0.5714285714285714,0.0,0.0,1.0
Martin Kampmann,Thales Leites,1,1,101,46,0.5,0.26,109,53,0,1,0.0,0.08,0,0,0,0,100,151,74,37,14,7,13,2,79,36,20,7,2,3,"November 11, 2006",r,False,Decision - Unanimous,Middleweight,3,5,15,0.5240384615384616,0.29775280898876405,0.45930232558139533,0.23529411764705882,0.4277456647398844,0.23125,1.0,0.7777777777777778,1.0,1.0,1.0,0.375,0.7692307692307693
Anderson Silva,Rich Franklin,1,0,31,10,0.86,0.43,31,13,0,0,0.0,0.0,0,0,0,0,22,0,5,4,23,1,3,5,5,8,26,2,0,0,"October 14, 2006",r,True,KO/TKO,Middleweight,1,2,2,0.8611111111111112,0.5,0.625,0.42105263157894735,0.5555555555555556,0.25,0.9583333333333334,0.5,1.0,1.0,0.0,0.0,0.9285714285714286
Sean Sherk,Kenny Florian,0,0,60,23,0.57,0.57,161,90,8,0,0.61,0.0,1,4,0,1,1188,33,55,12,1,10,4,1,8,12,3,0,49,11,"October 14, 2006",r,True,Decision - Unanimous,Lightweight,5,5,25,0.7419354838709677,0.8181818181818182,0.5333333333333333,0.42857142857142855,0.5612244897959183,0.42857142857142855,1.0,0.9090909090909091,0.8,1.0,0.5903614457831325,0.9166666666666666,0.5
Jon Fitch,Kuniyoshi Hironaka,0,0,44,4,0.56,0.23,184,17,5,0,0.83,0.0,0,2,0,0,720,50,36,2,4,2,4,0,15,3,1,1,28,0,"October 14, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.8,0.5483870967741935,0.46875,0.2,0.5294117647058824,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.25
Carmelo Marrero,Cheick Kongo,0,0,16,18,0.51,0.42,70,70,6,0,0.6,0.0,0,2,0,0,542,165,6,4,10,4,0,10,0,13,0,5,16,0,"October 14, 2006",r,False,Decision - Split,Heavyweight,3,5,15,0.7954545454545454,0.7446808510638298,0.0,0.3611111111111111,0.3,0.2,0.9090909090909091,1.0,0.0,0.5555555555555556,0.5517241379310345,0.0,0.0
Spencer Fisher,Dan Lauzon,1,0,13,8,0.76,0.32,28,13,0,2,0.0,0.4,0,0,0,0,11,219,12,7,1,0,0,1,3,0,7,1,3,7,"October 14, 2006",r,False,KO/TKO,Lightweight,1,4,4,0.875,0.3939393939393939,1.0,0.0,0.75,0.30434782608695654,1.0,0.0,0.0,0.5,1.0,0.30434782608695654,0.6363636363636364
Yushin Okami,Kalib Starnes,0,0,39,19,0.51,0.52,53,27,3,0,0.75,0.0,1,1,0,0,246,123,30,4,7,1,2,14,17,8,9,11,13,0,"October 14, 2006",r,False,KO/TKO,Middleweight,3,1,11,0.5698924731182796,0.6136363636363636,0.3695652173913043,0.32,0.44776119402985076,0.23529411764705882,1.0,0.3333333333333333,1.0,0.875,0.65,0.0,0.9
Clay Guida,Justin James,0,0,26,13,0.5,0.36,93,28,2,0,0.5,0.0,2,1,0,0,452,26,23,8,2,5,1,0,2,3,1,8,23,2,"October 14, 2006",r,False,Submission,Lightweight,2,4,9,0.744,0.5384615384615384,0.15384615384615385,0.125,0.46938775510204084,0.25806451612903225,1.0,1.0,1.0,0.0,0.6052631578947368,1.0,1.0
Kurt Pellegrino,Junior Assuncao,0,0,5,1,0.55,0.16,30,3,1,0,1.0,0.0,1,0,0,0,114,0,5,1,0,0,0,0,0,1,0,0,5,0,"October 14, 2006",r,False,Submission,Lightweight,1,2,2,0.8108108108108109,0.3,0.0,0.16666666666666666,0.5555555555555556,0.16666666666666666,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
Tito Ortiz,Ken Shamrock,0,0,18,0,0.62,0.0,38,7,1,0,1.0,0.0,0,0,0,0,126,0,15,0,1,0,2,0,0,0,3,0,15,0,"October 10, 2006",r,False,KO/TKO,Light Heavyweight,1,2,2,0.7307692307692307,1.0,0.0,0.0,0.6,0.0,1.0,0.0,0.6666666666666666,0.0,0.625,0.0,1.0
Kendall Grove,Chris Price,0,0,13,5,0.5,0.5,22,7,1,0,1.0,0.0,1,0,1,1,163,36,12,2,1,3,0,0,1,2,1,3,11,0,"October 10, 2006",r,False,KO/TKO,Middleweight,1,3,3,0.6111111111111112,0.5833333333333334,0.25,0.4,0.48,0.2857142857142857,1.0,1.0,0.0,0.0,0.5238095238095238,0.0,1.0
Jason MacDonald,Ed Herman,0,0,5,2,0.71,1.0,14,5,0,1,0.0,0.5,2,0,1,1,57,78,4,0,0,0,1,2,2,2,0,0,3,0,"October 10, 2006",r,False,Submission,Middleweight,1,2,2,0.875,1.0,0.5,1.0,0.8,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0
Matt Hamill,Seth Petruzelli,0,1,14,25,0.35,0.43,105,54,7,0,0.63,0.0,0,1,0,0,608,11,11,11,0,8,3,6,8,21,3,3,3,1,"October 10, 2006",r,False,Decision - Unanimous,Light Heavyweight,3,5,15,0.7094594594594594,0.6136363636363636,0.27586206896551724,0.42857142857142855,0.2972972972972973,0.2682926829268293,0.0,0.8,1.0,0.8571428571428571,0.5,0.3333333333333333,0.6
Nate Marquardt,Crafton Wallace,0,0,13,4,0.48,0.22,31,27,2,0,0.66,0.0,2,0,1,0,215,45,7,3,2,0,4,1,7,4,0,0,6,0,"October 10, 2006",r,False,Submission,Middleweight,2,1,6,0.6595744680851063,0.6585365853658537,0.4375,0.23529411764705882,0.35,0.1875,1.0,0.0,0.8,1.0,0.5454545454545454,0.0,0.0
Tony DeSouza,Dustin Hazelett,0,0,5,1,1.0,0.25,12,1,1,0,1.0,0.0,1,1,0,0,219,0,5,1,0,0,0,0,0,1,0,0,5,0,"October 10, 2006",r,False,Submission,Welterweight,1,3,3,1.0,0.25,0.0,0.25,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rory Singer,Josh Haynes,0,1,50,23,0.4,0.22,57,32,0,1,0.0,0.16,0,0,0,0,76,174,44,15,5,4,1,4,38,12,12,2,0,9,"October 10, 2006",r,False,Decision - Unanimous,Middleweight,3,5,15,0.43846153846153846,0.2831858407079646,0.38,0.16216216216216217,0.37606837606837606,0.1724137931034483,1.0,0.4444444444444444,1.0,0.8,0.0,0.45,0.5454545454545454
Thiago Alves,John Alessio,0,0,63,13,0.44,0.15,84,18,0,2,0.0,0.2,0,0,0,0,76,251,27,12,11,0,25,1,41,10,15,2,7,1,"October 10, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5121951219512195,0.20689655172413793,0.3942307692307692,0.1388888888888889,0.28421052631578947,0.1518987341772152,0.8461538461538461,0.0,0.7352941176470589,1.0,0.4666666666666667,1.0,0.6521739130434783
Marcus Davis,Forrest Petz,0,0,33,5,0.66,0.27,66,19,0,0,0.0,0.0,1,0,0,0,50,21,17,2,8,2,8,1,5,1,20,4,8,0,"October 10, 2006",r,False,Submission,Welterweight,1,4,4,0.75,0.5428571428571428,0.45454545454545453,0.1111111111111111,0.5151515151515151,0.14285714285714285,0.8888888888888888,0.6666666666666666,1.0,1.0,0.5333333333333333,0.0,0.8333333333333334
Matt Hughes,BJ Penn,0,0,35,17,0.39,0.45,77,49,1,0,0.11,0.0,0,2,0,1,419,118,28,10,5,7,2,0,20,8,4,7,11,2,"September 23, 2006",r,True,KO/TKO,Welterweight,3,3,13,0.5789473684210527,0.7,0.3448275862068966,0.32,0.358974358974359,0.35714285714285715,0.625,0.7777777777777778,1.0,0.0,0.4782608695652174,1.0,0.5714285714285714
Mike Swick,David Loiseau,0,0,32,36,0.34,0.52,63,44,3,1,0.42,1.0,0,0,0,0,209,162,12,21,9,4,11,11,17,12,13,19,2,5,"September 23, 2006",r,False,Decision - Unanimous,Middleweight,3,5,15,0.504,0.5789473684210527,0.2361111111111111,0.3,0.18181818181818182,0.44680851063829785,0.6923076923076923,0.5,0.7857142857142857,0.8461538461538461,0.6666666666666666,0.8333333333333334,0.7222222222222222
Melvin Guillard,Gabe Ruediger,2,0,20,7,0.5,0.3,25,26,3,2,1.0,0.16,0,0,0,0,72,128,15,5,4,2,1,0,10,0,1,3,9,4,"September 23, 2006",r,False,KO/TKO,Lightweight,2,1,6,0.5555555555555556,0.6046511627906976,0.47619047619047616,0.0,0.4411764705882353,0.25,0.8,1.0,1.0,0.0,0.5625,0.8,0.3333333333333333
Rashad Evans,Jason Lambert,0,0,25,6,0.56,0.33,42,13,8,0,1.0,0.0,0,3,0,0,323,31,18,1,7,5,0,0,0,1,5,5,20,0,"September 23, 2006",r,False,KO/TKO,Light Heavyweight,2,2,7,0.6885245901639344,0.48148148148148145,0.0,0.09090909090909091,0.5142857142857142,0.08333333333333333,0.7777777777777778,0.8333333333333334,0.0,0.0,0.6451612903225806,0.0,0.7142857142857143
Joe Lauzon,Jens Pulver,1,0,9,0,0.81,0.0,9,0,1,0,1.0,0.0,0,0,0,0,0,31,9,0,0,0,0,0,3,0,1,0,5,0,"September 23, 2006",r,False,KO/TKO,Lightweight,1,0,0,0.8181818181818182,0.0,0.75,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,1.0
Roger Huerta,Jason Dent,0,0,71,38,0.4,0.47,122,85,6,0,0.66,0.0,0,3,1,1,650,15,56,27,13,7,2,4,27,27,9,7,35,4,"September 23, 2006",r,False,Decision - Unanimous,Lightweight,3,5,15,0.5104602510460251,0.6115107913669064,0.3,0.421875,0.3684210526315789,0.421875,0.7222222222222222,0.6363636363636364,0.5,0.8,0.5147058823529411,0.8,0.5625
Eddie Sanchez,Mario Neto,1,0,10,10,0.29,0.5,23,12,0,1,0.0,1.0,0,0,0,0,61,119,8,4,0,0,2,6,3,5,1,4,6,1,"September 23, 2006",r,False,KO/TKO,Heavyweight,2,0,5,0.48936170212765956,0.5454545454545454,0.12,0.38461538461538464,0.25,0.3076923076923077,0.0,0.0,1.0,0.8571428571428571,0.75,0.5,1.0
Jorge Gurgel,Danny Abbadi,0,0,58,56,0.36,0.38,101,79,1,0,0.14,0.0,1,0,0,0,123,110,49,49,6,7,3,0,44,41,12,12,2,3,"September 23, 2006",r,False,Decision - Split,Lightweight,3,5,15,0.4855769230769231,0.45664739884393063,0.34375,0.3360655737704918,0.3288590604026846,0.35766423357664234,0.8571428571428571,0.7777777777777778,1.0,0.0,0.15384615384615385,0.75,0.6666666666666666
Tyson Griffin,David Lee,0,0,0,1,0.0,0.5,7,2,1,0,1.0,0.0,1,0,0,0,95,0,0,1,0,0,0,0,0,1,0,0,0,0,"September 23, 2006",r,False,Submission,Lightweight,1,1,1,0.6363636363636364,0.6666666666666666,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuck Liddell,Renato Sobral,2,0,17,1,0.68,0.11,17,1,0,0,0.0,0.0,0,0,0,0,25,0,15,0,2,0,0,1,8,1,0,0,9,0,"August 26, 2006",r,True,KO/TKO,Light Heavyweight,1,1,1,0.68,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.6818181818181818,0.0,0.6666666666666666,0.0,0.0,1.0,0.6923076923076923,0.0,0.0
Forrest Griffin,Stephan Bonnar,0,0,83,41,0.4,0.25,87,44,0,0,0.0,0.0,0,0,0,0,17,0,50,32,6,4,27,5,75,41,8,0,0,0,"August 26, 2006",r,False,Decision - Unanimous,Light Heavyweight,3,5,15,0.41232227488151657,0.2716049382716049,0.38860103626943004,0.25949367088607594,0.3184713375796178,0.22695035460992907,0.75,0.4,0.6428571428571429,0.625,0.0,0.0,0.5714285714285714
Nick Diaz,Josh Neer,0,0,75,25,0.37,0.4,186,33,3,0,0.6,0.0,1,0,0,0,121,70,49,15,23,6,3,4,35,12,39,13,1,0,"August 26, 2006",r,False,Submission,Welterweight,3,1,11,0.5670731707317073,0.4647887323943662,0.2631578947368421,0.3333333333333333,0.29878048780487804,0.28846153846153844,0.7419354838709677,1.0,0.75,1.0,0.2,0.0,0.639344262295082
Cheick Kongo,Christian Wellisch,1,0,17,0,0.77,0.0,27,7,0,1,0.0,0.25,0,1,0,0,78,43,12,0,4,0,1,0,3,0,14,0,0,0,"August 26, 2006",r,False,KO/TKO,Heavyweight,1,2,2,0.84375,0.5833333333333334,0.5,0.0,0.7058823529411765,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.875
Hermes Franca,Jamie Varner,0,0,22,18,0.47,0.16,97,41,1,9,0.5,0.6,3,0,2,0,69,430,13,14,4,1,5,3,14,1,6,1,2,16,"August 26, 2006",r,False,Submission,Lightweight,3,3,13,0.776,0.3178294573643411,0.5,0.02702702702702703,0.35135135135135137,0.13861386138613863,1.0,1.0,1.0,0.75,0.25,0.24242424242424243,0.6
Eric Schafer,Rob MacDonald,0,0,7,2,0.7,0.5,21,6,0,0,0.0,0.0,2,0,0,0,89,0,2,1,1,0,4,1,4,2,1,0,2,0,"August 26, 2006",r,False,Submission,Light Heavyweight,1,2,2,0.875,0.75,0.5714285714285714,0.5,0.5,0.3333333333333333,1.0,0.0,0.8,1.0,1.0,0.0,1.0
Wilson Gouveia,Wes Combs,0,0,9,10,0.45,0.58,15,10,1,0,1.0,0.0,1,0,0,0,71,0,5,0,0,1,4,9,8,10,0,0,1,0,"August 26, 2006",r,False,Submission,Light Heavyweight,1,3,3,0.5769230769230769,0.5882352941176471,0.42105263157894735,0.5882352941176471,0.35714285714285715,0.0,0.0,1.0,0.6666666666666666,0.9,1.0,0.0,0.0
David Heath,Cory Walmsley,0,0,3,2,0.5,1.0,19,13,1,0,1.0,0.0,3,0,0,0,140,2,3,1,0,1,0,0,0,1,0,1,3,0,"August 26, 2006",r,False,Submission,Light Heavyweight,1,2,2,0.8636363636363636,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0
Yushin Okami,Alan Belcher,0,0,12,8,0.25,0.14,59,18,5,0,0.55,0.0,0,0,0,1,385,100,9,5,0,0,3,3,7,7,0,1,5,0,"August 26, 2006",r,False,Decision - Unanimous,Middleweight,3,5,15,0.6082474226804123,0.2727272727272727,0.18421052631578946,0.12962962962962962,0.20454545454545456,0.10416666666666667,0.0,0.0,1.0,0.6,0.5555555555555556,0.0,0.0
Diego Sanchez,Karo Parisyan,0,0,66,36,0.61,0.39,118,78,3,9,1.0,0.9,1,0,1,0,295,271,36,36,30,0,0,0,19,21,15,6,32,9,"August 17, 2006",r,False,Decision - Unanimous,Welterweight,3,5,15,0.6900584795321637,0.5611510791366906,0.3958333333333333,0.375,0.4675324675324675,0.391304347826087,0.967741935483871,0.0,0.0,0.0,0.7804878048780488,0.375,0.7894736842105263
Chris Leben,Jorge Santiago,1,0,9,6,0.4,0.5,24,10,1,1,0.5,1.0,0,0,0,0,136,70,6,5,3,0,0,1,3,5,3,0,3,1,"August 17, 2006",r,False,KO/TKO,Middleweight,2,0,5,0.6486486486486487,0.625,0.3333333333333333,0.5,0.375,0.5,0.6,0.0,0.0,0.5,0.375,0.5,0.6
Dean Lister,Yuki Sasaki,0,0,24,26,0.47,0.39,57,32,5,0,0.29,0.0,2,0,1,0,348,277,19,19,2,2,3,5,13,22,3,4,8,0,"August 17, 2006",r,False,Decision - Unanimous,Middleweight,3,5,15,0.6627906976744186,0.4444444444444444,0.40625,0.39285714285714285,0.4318181818181818,0.3333333333333333,0.6666666666666666,0.5,0.75,1.0,0.8,0.0,0.3333333333333333
Josh Koscheck,Jonathan Goulet,1,0,23,1,0.76,0.5,31,1,1,0,1.0,0.0,1,0,0,0,217,0,22,0,0,1,1,0,3,1,0,0,20,0,"August 17, 2006",r,False,KO/TKO,Welterweight,1,4,4,0.8157894736842105,0.5,0.5,0.5,0.7586206896551724,0.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,0.0
Martin Kampmann,Crafton Wallace,0,0,19,1,0.73,0.11,28,1,1,0,1.0,0.0,1,0,0,0,150,0,19,0,0,0,0,1,3,1,1,0,15,0,"August 17, 2006",r,False,Submission,Middleweight,1,2,2,0.7567567567567568,0.1111111111111111,0.5,0.1111111111111111,0.7307692307692307,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,0.0,0.5
