r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,date,winner,title_bout,win_con,weight_class,num_rounds,round_length,fight_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Terry Martin,Ivan Salaverry,0,0,7,5,0.35,0.55,7,5,1,0,0.33,0.0,0,0,0,0,45,0,5,0,0,1,2,4,1,5,2,0,4,0,"May 26, 2007",r,False,KO/TKO,Middleweight,1,2,2,0.35,0.5555555555555556,0.07692307692307693,0.5555555555555556,0.3125,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666
Houston Alexander,Keith Jardine,2,0,17,5,0.85,0.62,17,6,0,0,0.0,0.0,0,0,0,0,20,0,14,4,2,1,1,0,1,3,13,2,3,0,"May 26, 2007",r,False,KO/TKO,Light Heavyweight,1,0,0,0.85,0.6666666666666666,1.0,0.75,0.8235294117647058,0.5714285714285714,1.0,1.0,1.0,0.0,0.75,0.0,0.8666666666666667
Kalib Starnes,Chris Leben,0,0,47,44,0.59,0.32,90,149,2,0,0.66,0.0,0,0,1,0,308,78,21,20,21,11,5,13,22,26,12,15,13,3,"May 26, 2007",r,False,Decision - Unanimous,Middleweight,3,5,15,0.7086614173228346,0.6008064516129032,0.5641025641025641,0.2653061224489796,0.45652173913043476,0.2127659574468085,0.75,0.4583333333333333,1.0,0.7647058823529411,0.52,0.75,0.8
Thiago Silva,James Irvin,0,0,1,3,1.0,0.75,1,4,1,0,0.5,0.0,0,1,0,0,36,17,0,2,1,0,0,1,1,1,0,0,0,2,"May 26, 2007",r,False,KO/TKO,Light Heavyweight,1,1,1,1.0,0.8,1.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Alan Belcher,Sean Salmon,0,0,0,1,0.0,1.0,0,1,0,0,0.0,0.0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,"May 26, 2007",r,False,Submission,Light Heavyweight,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Din Thomas,Jeremy Stephens,0,0,10,7,0.27,0.2,35,19,1,0,0.5,0.0,2,0,0,1,242,66,5,5,1,1,4,1,8,5,0,0,2,2,"May 26, 2007",r,False,Submission,Lightweight,2,2,7,0.5384615384615384,0.3958333333333333,0.22857142857142856,0.18518518518518517,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.25,0.0
Wilson Gouveia,Carmelo Marrero,1,0,18,1,0.58,0.14,29,1,0,0,0.0,0.0,1,0,0,0,39,0,11,0,0,0,7,1,12,1,3,0,3,0,"May 26, 2007",r,False,Submission,Light Heavyweight,1,3,3,0.6904761904761905,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.4583333333333333,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.42857142857142855
Gabriel Gonzaga,Mirko Filipovic,1,0,19,1,0.41,0.33,31,4,1,0,1.0,0.0,0,0,0,0,185,0,18,0,0,1,1,0,2,1,0,0,17,0,"April 21, 2007",r,False,KO/TKO,Heavyweight,1,4,4,0.5344827586206896,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.4090909090909091,0.0,0.0,1.0,1.0,0.0,0.6071428571428571,0.0,0.0
Andrei Arlovski,Fabricio Werdum,1,0,28,23,0.34,0.29,30,26,0,0,0.0,0.0,0,0,0,0,37,50,9,15,0,3,19,5,19,16,5,7,4,0,"April 21, 2007",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.35294117647058826,0.3132530120481928,0.27941176470588236,0.23529411764705882,0.24324324324324326,0.21739130434782608,0.0,0.75,0.4634146341463415,1.0,0.8,0.0,0.625
Michael Bisping,Elvis Sinosic,0,1,36,8,0.46,0.4,91,20,1,0,1.0,0.0,0,2,1,0,286,59,30,2,6,2,0,4,7,4,0,3,29,1,"April 21, 2007",r,False,KO/TKO,Light Heavyweight,2,1,6,0.6319444444444444,0.5882352941176471,0.4666666666666667,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.8571428571428571,1.0,0.0,0.6666666666666666,0.46774193548387094,0.3333333333333333,0.0
Lyoto Machida,David Heath,1,0,67,8,0.66,0.17,80,20,0,0,0.0,0.0,1,0,0,0,157,0,34,3,16,3,17,2,38,7,11,1,18,0,"April 21, 2007",r,False,Decision - Unanimous,Light Heavyweight,3,5,15,0.6956521739130435,0.3389830508474576,0.6333333333333333,0.16279069767441862,0.5230769230769231,0.08571428571428572,0.8888888888888888,0.5,0.9444444444444444,0.4,0.6206896551724138,0.0,0.9166666666666666
Cheick Kongo,Assuerio Silva,0,0,64,13,0.56,0.54,97,86,0,6,0.0,0.5,1,0,1,0,177,431,40,4,16,2,8,7,37,11,23,1,4,1,"April 21, 2007",r,False,Decision - Majority,Heavyweight,3,5,15,0.6554054054054054,0.8349514563106796,0.46835443037974683,0.5789473684210527,0.4878048780487805,0.2857142857142857,0.7619047619047619,1.0,0.8,0.875,0.6666666666666666,1.0,0.8214285714285714
Terry Etim,Matt Grice,0,0,5,26,0.55,0.68,16,45,0,1,0.0,1.0,3,0,0,0,29,227,2,20,2,6,1,0,4,0,1,0,0,26,"April 21, 2007",r,False,Submission,Lightweight,1,4,4,0.8,0.75,0.5,0.0,0.3333333333333333,0.625,1.0,1.0,1.0,0.0,0.0,0.7428571428571429,1.0
Junior Assuncao,David Lee,1,0,29,12,0.59,0.5,59,23,0,0,0.0,0.0,2,0,0,0,308,23,21,3,7,7,1,2,9,5,15,7,5,0,"April 21, 2007",r,False,Submission,Lightweight,2,1,6,0.7023809523809523,0.6388888888888888,0.45,0.4166666666666667,0.5121951219512195,0.2727272727272727,1.0,0.7,1.0,0.6666666666666666,1.0,0.0,0.625
Alessio Sakara,Victor Valimaki,0,0,6,0,0.26,0.0,6,0,0,0,0.0,0.0,0,0,0,0,0,5,6,0,0,0,0,0,5,0,1,0,0,0,"April 21, 2007",r,False,KO/TKO,Light Heavyweight,1,1,1,0.2608695652173913,0.0,0.25,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
Jess Liaudin,Dennis Siver,0,0,1,2,0.2,0.66,1,4,0,1,0.0,1.0,1,0,0,0,43,0,0,0,0,2,1,0,1,2,0,0,0,0,"April 21, 2007",r,False,Submission,Welterweight,1,1,1,0.2,0.8,0.2,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
Paul Taylor,Edilberto de Oliveira,1,0,78,46,0.39,0.32,80,46,0,0,0.0,0.0,0,0,0,0,8,19,44,20,6,15,28,11,71,45,4,1,3,0,"April 21, 2007",r,False,KO/TKO,Welterweight,3,0,10,0.4,0.323943661971831,0.3879781420765027,0.3237410071942446,0.2875816993464052,0.18181818181818182,0.8571428571428571,1.0,0.7368421052631579,0.6470588235294118,0.3,0.0,0.8
Matt Serra,Georges St-Pierre,2,0,20,6,0.5,0.26,20,6,0,0,0.0,0.0,0,0,0,0,0,5,13,4,3,0,4,2,13,6,0,0,7,0,"April 07, 2007",r,True,KO/TKO,Welterweight,1,3,3,0.5,0.2608695652173913,0.4482758620689655,0.2608695652173913,0.41935483870967744,0.2,0.6,0.0,1.0,0.6666666666666666,0.6363636363636364,0.0,0.0
Josh Koscheck,Diego Sanchez,0,0,30,12,0.25,0.1,33,12,1,0,1.0,0.0,0,0,0,1,14,6,23,6,3,0,4,6,30,12,0,0,0,0,"April 07, 2007",r,False,Decision - Unanimous,Welterweight,3,5,15,0.2773109243697479,0.10344827586206896,0.25862068965517243,0.10344827586206896,0.21495327102803738,0.05555555555555555,0.6,0.0,1.0,1.0,0.0,0.0,0.0
Roger Huerta,Leonard Garcia,0,0,85,29,0.41,0.32,152,58,6,0,0.85,0.0,0,2,1,2,608,65,79,23,6,3,0,3,19,17,17,9,49,3,"April 07, 2007",r,False,Decision - Unanimous,Lightweight,3,5,15,0.5066666666666667,0.43283582089552236,0.24675324675324675,0.2698412698412698,0.398989898989899,0.30666666666666664,0.75,0.5,0.0,0.375,0.5568181818181818,0.6,0.4146341463414634
Yushin Okami,Mike Swick,0,0,28,28,0.5,0.28,129,48,4,0,0.44,0.0,2,0,0,1,434,59,24,14,2,3,2,11,12,16,4,11,12,1,"April 07, 2007",r,False,Decision - Unanimous,Middleweight,3,5,15,0.7588235294117647,0.39669421487603307,0.35294117647058826,0.1927710843373494,0.48,0.18181818181818182,1.0,0.5,0.6666666666666666,0.6875,0.7058823529411765,1.0,1.0
Kendall Grove,Alan Belcher,0,0,41,8,0.55,0.61,95,10,1,1,1.0,0.14,2,0,0,0,284,132,25,0,10,5,6,3,13,7,20,0,8,1,"April 07, 2007",r,False,Submission,Middleweight,2,4,9,0.7421875,0.6666666666666666,0.40625,0.6363636363636364,0.4807692307692308,0.0,0.625,1.0,1.0,1.0,0.6153846153846154,1.0,0.6896551724137931
Heath Herring,Brad Imes,2,0,64,19,0.52,0.36,163,35,1,1,1.0,0.5,0,2,2,0,554,74,53,15,7,3,4,1,26,10,5,5,33,4,"April 07, 2007",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.7025862068965517,0.47297297297297297,0.40625,0.2777777777777778,0.4732142857142857,0.3191489361702128,1.0,0.75,1.0,1.0,0.66,0.5,0.5555555555555556
Thales Leites,Pete Sell,0,0,56,3,0.66,0.21,125,14,3,0,0.37,0.0,4,2,0,0,654,36,48,1,3,2,5,0,12,2,3,0,41,1,"April 07, 2007",r,False,Decision - Unanimous,Middleweight,3,5,15,0.8064516129032258,0.56,0.5,0.18181818181818182,0.64,0.1,0.75,0.5,1.0,0.0,0.7454545454545455,0.3333333333333333,0.6
Marcus Davis,Pete Spratt,0,0,6,7,0.3,0.33,18,15,3,0,1.0,0.0,1,0,0,1,331,20,6,3,0,1,0,3,5,5,0,2,1,0,"April 07, 2007",r,False,Submission,Welterweight,2,2,7,0.5625,0.5172413793103449,0.29411764705882354,0.3125,0.3,0.21428571428571427,0.0,0.3333333333333333,0.0,0.75,0.5,0.0,0.0
Luke Cummo,Josh Haynes,1,0,38,9,0.42,0.16,43,15,0,1,0.0,0.25,0,0,0,0,29,23,19,4,16,3,3,2,31,7,7,2,0,0,"April 07, 2007",r,False,KO/TKO,Welterweight,2,2,7,0.4574468085106383,0.2459016393442623,0.4025974025974026,0.13725490196078433,0.2878787878787879,0.08333333333333333,0.8,0.75,1.0,0.6666666666666666,0.0,0.0,0.5833333333333334
Joe Stevenson,Melvin Guillard,0,0,2,1,0.66,0.14,2,1,1,0,1.0,0.0,1,0,0,0,11,3,2,1,0,0,0,0,2,1,0,0,0,0,"April 05, 2007",r,False,Submission,Lightweight,1,0,0,0.6666666666666666,0.14285714285714285,1.0,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin McCully,Antoni Hardonk,0,0,21,26,0.52,0.74,80,50,3,0,0.6,0.0,0,1,0,0,810,0,19,10,0,14,2,2,2,3,1,23,18,0,"April 05, 2007",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.6666666666666666,0.819672131147541,0.6666666666666666,0.5,0.5,0.5555555555555556,0.0,0.9333333333333333,1.0,1.0,0.5,0.0,1.0
Kenny Florian,Dokonjonosuke Mishima,0,0,38,6,0.52,0.16,94,28,1,1,1.0,0.1,1,2,0,0,437,89,25,4,2,1,11,1,15,3,4,2,19,1,"April 05, 2007",r,False,Submission,Lightweight,3,3,13,0.7121212121212122,0.4827586206896552,0.5,0.11538461538461539,0.43859649122807015,0.13333333333333333,0.6666666666666666,0.25,0.9166666666666666,0.5,0.5135135135135135,0.2,0.8
Wilson Gouveia,Seth Petruzelli,0,0,17,8,0.43,0.26,37,26,1,1,1.0,1.0,1,0,0,0,194,14,10,4,1,0,6,4,6,7,2,1,9,0,"April 05, 2007",r,False,Submission,Light Heavyweight,2,0,5,0.6271186440677966,0.5416666666666666,0.4,0.2692307692307692,0.3448275862068966,0.15384615384615385,0.5,0.0,0.75,1.0,0.42857142857142855,0.0,0.6666666666666666
Drew Fickett,Keita Nakamura,0,0,79,32,0.45,0.36,132,49,2,2,0.4,1.0,0,0,0,1,404,181,36,29,37,2,6,1,16,18,34,8,29,6,"April 05, 2007",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5477178423236515,0.4152542372881356,0.27586206896551724,0.2857142857142857,0.288,0.3411764705882353,0.8604651162790697,1.0,1.0,1.0,0.4142857142857143,0.46153846153846156,0.7391304347826086
Kurt Pellegrino,Nate Mohr,0,0,4,6,0.57,0.54,9,16,1,0,0.5,0.0,1,0,0,0,113,0,3,4,1,2,0,0,0,1,0,3,4,2,"April 05, 2007",r,False,Submission,Lightweight,1,2,2,0.75,0.7619047619047619,0.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.0,0.0,0.8,0.4,0.0
Kuniyoshi Hironaka,Forrest Petz,0,0,26,7,0.57,0.2,115,26,5,0,0.41,0.0,1,0,0,1,603,48,20,4,4,1,2,2,4,4,3,3,19,0,"April 05, 2007",r,False,Decision - Unanimous,Welterweight,3,5,15,0.8333333333333334,0.48148148148148145,0.2857142857142857,0.14814814814814814,0.5263157894736842,0.14285714285714285,1.0,0.3333333333333333,0.6666666666666666,0.5,0.7037037037037037,0.0,0.75
Roan Carneiro,Rich Clementi,0,0,22,9,0.61,0.33,59,59,7,0,0.87,0.0,4,0,0,0,710,8,16,5,4,2,2,2,7,6,9,3,6,0,"April 05, 2007",r,False,Decision - Unanimous,Welterweight,3,5,15,0.7662337662337663,0.7662337662337663,0.5833333333333334,0.2857142857142857,0.5333333333333333,0.21739130434782608,1.0,1.0,1.0,1.0,0.42857142857142855,0.0,0.9
Thiago Tavares,Naoyuki Kotani,0,0,21,12,0.75,0.4,159,72,4,1,0.66,0.5,2,1,1,3,308,355,13,3,7,1,1,8,5,8,0,3,16,1,"April 05, 2007",r,False,Decision - Unanimous,Lightweight,3,5,15,0.9085714285714286,0.7659574468085106,0.45454545454545453,0.36363636363636365,0.7222222222222222,0.17647058823529413,1.0,0.5,0.3333333333333333,0.7272727272727273,0.9411764705882353,0.3333333333333333,0.0
Randy Couture,Tim Sylvia,1,0,73,25,0.52,0.23,138,39,7,0,0.7,0.0,0,0,0,0,951,45,57,22,13,3,3,0,40,15,2,5,31,5,"March 03, 2007",r,True,Decision - Unanimous,Heavyweight,5,5,25,0.6731707317073171,0.3170731707317073,0.4444444444444444,0.16304347826086957,0.4789915966386555,0.21568627450980393,0.8125,0.75,1.0,0.0,0.6739130434782609,1.0,1.0
Martin Kampmann,Drew McFedries,0,1,15,16,0.46,0.48,30,17,1,0,1.0,0.0,1,0,0,0,122,11,9,16,6,0,0,0,9,11,2,1,4,4,"March 03, 2007",r,False,Submission,Middleweight,1,4,4,0.625,0.5,0.42857142857142855,0.4583333333333333,0.391304347826087,0.5,0.6666666666666666,0.0,0.0,0.0,0.8,0.8,0.3333333333333333
Rich Franklin,Jason MacDonald,0,0,49,16,0.55,0.59,63,27,1,1,1.0,0.09,0,0,1,0,295,117,44,0,3,3,2,13,10,4,9,11,30,1,"March 03, 2007",r,False,KO/TKO,Middleweight,2,5,10,0.6116504854368932,0.7105263157894737,0.4166666666666667,0.2857142857142857,0.5301204819277109,0.0,0.75,1.0,1.0,1.0,0.5555555555555556,1.0,0.8181818181818182
Matt Hughes,Chris Lytle,0,0,13,5,0.61,0.31,60,44,2,0,0.66,0.0,3,3,1,1,789,45,11,1,2,4,0,0,0,1,0,0,13,4,"March 03, 2007",r,False,Decision - Unanimous,Welterweight,3,5,15,0.8823529411764706,0.8,0.0,0.1111111111111111,0.5789473684210527,0.09090909090909091,1.0,0.8,0.0,0.0,0.6190476190476191,0.5714285714285714,0.0
Jason Lambert,Renato Sobral,2,0,19,5,0.63,0.22,64,23,2,1,1.0,1.0,0,1,0,0,191,237,15,4,3,1,1,0,3,2,8,2,8,1,"March 03, 2007",r,False,KO/TKO,Light Heavyweight,2,3,8,0.7529411764705882,0.5609756097560976,1.0,0.18181818181818182,0.5769230769230769,0.26666666666666666,1.0,0.16666666666666666,1.0,0.0,0.5,0.3333333333333333,0.7272727272727273
Matt Hamill,Rex Holman,0,0,29,11,0.59,0.34,45,15,0,0,0.0,0.0,0,0,0,0,57,0,28,3,1,1,0,7,10,10,4,1,15,0,"March 03, 2007",r,False,KO/TKO,Light Heavyweight,1,4,4,0.6617647058823529,0.4166666666666667,0.4,0.3448275862068966,0.5957446808510638,0.15,0.5,0.5,0.0,0.7,0.7894736842105263,0.0,0.8
Jon Fitch,Luigi Fioravanti,0,0,19,14,0.45,0.56,69,21,2,0,0.28,0.0,2,0,0,0,261,37,7,3,7,3,5,8,6,4,6,10,7,0,"March 03, 2007",r,False,Submission,Welterweight,2,3,8,0.7419354838709677,0.65625,0.35294117647058826,0.3076923076923077,0.28,0.23076923076923078,0.7,0.75,0.7142857142857143,1.0,0.4666666666666667,0.0,0.6
Gleison Tibau,Jason Dent,0,0,36,12,0.43,0.28,112,116,5,0,0.83,0.0,1,0,0,0,744,0,33,4,1,4,2,4,6,10,0,1,30,1,"March 03, 2007",r,False,Decision - Unanimous,Lightweight,3,5,15,0.6436781609195402,0.7682119205298014,0.24,0.2564102564102564,0.4177215189873418,0.14814814814814814,1.0,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5172413793103449,1.0,0.0
Jamie Varner,Jason Gilliam,0,0,7,0,0.53,0.0,10,1,1,0,1.0,0.0,2,0,0,0,80,0,6,0,0,0,1,0,1,0,0,0,6,0,"March 03, 2007",r,False,Submission,Lightweight,1,1,1,0.625,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
Anderson Silva,Travis Lutter,0,0,9,8,0.81,0.5,28,14,0,3,0.0,0.6,2,0,1,0,26,295,8,7,0,1,1,0,2,0,0,0,7,8,"February 03, 2007",r,False,Submission,Middleweight,2,2,7,0.8484848484848485,0.6363636363636364,0.6666666666666666,0.0,0.8888888888888888,0.4666666666666667,0.0,1.0,1.0,0.0,0.875,0.5714285714285714,0.0
Mirko Filipovic,Eddie Sanchez,1,0,20,5,0.51,0.12,32,5,0,0,0.0,0.0,0,0,0,0,57,0,16,4,3,1,1,0,12,3,1,2,7,0,"February 03, 2007",r,False,KO/TKO,Heavyweight,1,4,4,0.6274509803921569,0.125,0.46153846153846156,0.08108108108108109,0.47058823529411764,0.10526315789473684,1.0,1.0,0.5,0.0,0.7,0.0,0.3333333333333333
Roger Huerta,John Halverson,0,0,13,1,0.72,0.5,13,1,1,0,1.0,0.0,0,0,0,0,12,0,13,0,0,1,0,0,0,1,0,0,13,0,"February 03, 2007",r,False,KO/TKO,Lightweight,1,0,0,0.7222222222222222,0.5,0.0,0.5,0.7222222222222222,0.0,0.0,1.0,0.0,0.0,0.7647058823529411,0.0,0.0
Quinton Jackson,Marvin Eastman,1,0,45,15,0.6,0.27,55,25,0,0,0.0,0.0,0,0,0,0,61,31,31,9,12,5,2,1,13,5,31,10,1,0,"February 03, 2007",r,False,KO/TKO,Light Heavyweight,2,3,8,0.6547619047619048,0.390625,0.38235294117647056,0.12195121951219512,0.5254237288135594,0.19148936170212766,0.9230769230769231,1.0,1.0,0.5,1.0,0.0,0.7948717948717948
Patrick Cote,Scott Smith,0,0,50,34,0.58,0.37,58,35,1,0,0.33,0.0,0,0,0,0,147,172,24,28,10,2,16,4,28,19,19,15,3,0,"February 03, 2007",r,False,Decision - Unanimous,Middleweight,3,5,15,0.6170212765957447,0.38461538461538464,0.5957446808510638,0.3275862068965517,0.42857142857142855,0.3684210526315789,0.8333333333333334,0.4,0.8888888888888888,0.4444444444444444,0.42857142857142855,0.0,0.59375
Terry Martin,Jorge Rivera,1,0,4,1,1.0,0.5,4,1,0,0,0.0,0.0,0,0,0,0,5,0,4,0,0,0,0,1,1,1,0,0,3,0,"February 03, 2007",r,False,KO/TKO,Middleweight,1,0,0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Frankie Edgar,Tyson Griffin,0,0,55,38,0.55,0.33,92,42,8,3,0.53,0.5,0,4,1,0,302,99,43,18,11,10,1,10,13,33,24,4,18,1,"February 03, 2007",r,False,Decision - Unanimous,Lightweight,3,5,15,0.6524822695035462,0.35294117647058826,0.2826086956521739,0.30275229357798167,0.5,0.1978021978021978,0.9166666666666666,0.7692307692307693,0.5,0.9090909090909091,0.782608695652174,1.0,0.7741935483870968
Lyoto Machida,Sam Hoger,1,0,62,11,0.65,0.23,84,40,4,1,1.0,0.14,0,0,1,0,467,25,42,6,6,3,14,2,35,11,5,0,22,0,"February 03, 2007",r,False,Decision - Unanimous,Light Heavyweight,3,5,15,0.717948717948718,0.5128205128205128,0.660377358490566,0.2682926829268293,0.6086956521739131,0.16216216216216217,0.75,0.5,0.7777777777777778,0.5,0.6666666666666666,0.0,0.5555555555555556
Dustin Hazelett,Diego Saraiva,0,0,44,14,0.41,0.43,83,59,1,4,1.0,0.5,1,0,0,0,254,344,39,12,2,1,3,1,18,10,5,0,21,4,"February 03, 2007",r,False,Decision - Unanimous,Lightweight,3,5,15,0.564625850340136,0.7564102564102564,0.3829787234042553,0.38461538461538464,0.40625,0.41379310344827586,1.0,1.0,0.42857142857142855,0.5,0.4117647058823529,0.6666666666666666,0.7142857142857143
Rashad Evans,Sean Salmon,1,0,13,10,0.37,0.35,13,15,0,2,0.0,0.66,0,0,0,0,2,52,10,10,3,0,0,0,6,2,6,2,1,6,"January 25, 2007",r,False,KO/TKO,Light Heavyweight,2,1,6,0.37142857142857144,0.45454545454545453,0.23076923076923078,0.125,0.3333333333333333,0.37037037037037035,0.6,0.0,0.0,0.0,1.0,0.8571428571428571,0.75
Jake O'Brien,Heath Herring,0,1,13,11,0.31,0.18,46,32,6,1,0.75,1.0,1,1,2,0,598,41,12,9,1,2,0,0,2,4,0,0,11,7,"January 25, 2007",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.6052631578947368,0.3855421686746988,0.1,0.08163265306122448,0.3,0.15254237288135594,1.0,1.0,0.0,0.0,0.5238095238095238,0.7777777777777778,0.0
Hermes Franca,Spencer Fisher,0,0,25,24,0.31,0.39,57,52,2,0,0.4,0.0,2,0,1,0,233,4,23,10,2,8,0,6,12,22,5,1,8,1,"January 25, 2007",r,False,KO/TKO,Lightweight,2,4,9,0.4830508474576271,0.5777777777777777,0.27906976744186046,0.41509433962264153,0.3026315789473684,0.23255813953488372,0.5,0.7272727272727273,0.0,0.8571428571428571,0.2962962962962963,1.0,0.5
Nate Marquardt,Dean Lister,4,0,53,18,0.54,0.41,66,27,2,0,1.0,0.0,0,0,0,0,502,0,42,9,5,0,6,9,24,17,12,0,17,1,"January 25, 2007",r,False,Decision - Unanimous,Middleweight,3,5,15,0.5892857142857143,0.4909090909090909,0.4067796610169492,0.425,0.5,0.28125,0.625,0.0,1.0,0.8181818181818182,0.68,1.0,0.8571428571428571
Joshua Burkman,Chad Reiner,0,0,27,6,0.55,0.2,69,41,9,1,0.75,0.33,0,2,1,0,736,87,16,3,3,2,8,1,4,3,9,3,14,0,"January 25, 2007",r,False,Decision - Unanimous,Welterweight,3,5,15,0.7340425531914894,0.6029411764705882,0.26666666666666666,0.125,0.43243243243243246,0.13636363636363635,1.0,0.5,0.8888888888888888,0.25,0.5833333333333334,0.0,0.9
Ed Herman,Chris Price,0,0,5,5,0.55,1.0,13,8,1,0,0.5,0.0,1,1,0,0,163,3,5,1,0,4,0,0,0,1,1,4,4,0,"January 25, 2007",r,False,Submission,Middleweight,1,2,2,0.5909090909090909,0.8888888888888888,0.0,1.0,0.5555555555555556,1.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.0,1.0
Din Thomas,Clay Guida,0,0,33,33,0.29,0.31,51,93,0,5,0.0,0.31,1,0,0,0,48,413,28,29,1,1,4,3,27,13,4,1,2,19,"January 25, 2007",r,False,Decision - Unanimous,Lightweight,3,5,15,0.3893129770992366,0.5470588235294118,0.2621359223300971,0.18840579710144928,0.25925925925925924,0.29292929292929293,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5757575757575758,0.5714285714285714
Rich Clementi,Ross Pointon,0,0,23,23,0.36,0.22,26,23,1,0,1.0,0.0,1,0,0,0,43,0,8,6,5,2,10,15,23,21,0,2,0,0,"January 25, 2007",r,False,Submission,Welterweight,2,4,9,0.3939393939393939,0.22115384615384615,0.36507936507936506,0.21,0.18604651162790697,0.06976744186046512,0.7142857142857143,0.6666666666666666,0.7692307692307693,1.0,0.0,0.0,0.0
Chuck Liddell,Tito Ortiz,1,0,49,21,0.37,0.27,51,21,0,1,0.0,0.12,0,0,0,0,73,19,40,7,5,5,4,9,33,19,1,2,15,0,"December 30, 2006",r,True,KO/TKO,Light Heavyweight,3,3,13,0.3695652173913043,0.27631578947368424,0.38372093023255816,0.25675675675675674,0.3252032520325203,0.12727272727272726,1.0,0.8333333333333334,1.0,0.6,0.3409090909090909,0.0,0.5
Keith Jardine,Forrest Griffin,0,0,36,17,0.57,0.3,36,17,0,0,0.0,0.0,0,0,0,0,11,0,28,8,2,0,6,9,24,16,4,1,8,0,"December 30, 2006",r,False,KO/TKO,Light Heavyweight,1,4,4,0.5714285714285714,0.30357142857142855,0.47058823529411764,0.2909090909090909,0.509090909090909,0.18181818181818182,1.0,0.0,1.0,0.75,1.0,0.0,1.0
Jason MacDonald,Chris Leben,0,0,9,15,0.33,0.44,35,52,1,2,0.2,1.0,1,0,0,0,287,108,2,13,4,2,3,0,4,3,5,10,0,2,"December 30, 2006",r,False,Submission,Middleweight,2,4,9,0.660377358490566,0.7323943661971831,0.23529411764705882,0.2727272727272727,0.14285714285714285,0.43333333333333335,0.6666666666666666,1.0,0.42857142857142855,0.0,0.0,0.4,0.5
Andrei Arlovski,Marcio Cruz,0,0,7,0,0.63,0.0,32,0,0,0,0.0,0.0,1,2,0,0,83,51,5,0,0,0,2,0,2,0,0,0,5,0,"December 30, 2006",r,False,KO/TKO,Heavyweight,1,3,3,0.8648648648648649,0.0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Michael Bisping,Eric Schafer,0,0,19,3,0.57,0.5,21,10,0,3,0.0,0.42,0,2,1,0,39,155,15,1,3,2,1,0,7,0,2,2,10,1,"December 30, 2006",r,False,KO/TKO,Light Heavyweight,1,4,4,0.6,0.7692307692307693,0.4666666666666667,0.0,0.5357142857142857,0.3333333333333333,0.75,0.6666666666666666,1.0,0.0,0.625,1.0,1.0
Thiago Alves,Tony DeSouza,2,0,26,1,0.53,0.1,41,2,0,0,0.0,0.0,1,0,0,0,104,26,26,0,0,1,0,0,3,0,0,1,23,0,"December 30, 2006",r,False,KO/TKO,Welterweight,2,1,6,0.6307692307692307,0.18181818181818182,0.375,0.0,0.5416666666666666,0.0,0.0,1.0,0.0,0.0,0.5609756097560976,0.0,0.0
Gabriel Gonzaga,Carmelo Marrero,0,0,4,1,0.4,0.5,23,6,1,0,1.0,0.0,3,0,0,0,178,0,4,1,0,0,0,0,1,0,0,0,3,1,"December 30, 2006",r,False,Submission,Heavyweight,1,3,3,0.696969696969697,0.8571428571428571,0.3333333333333333,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,0.0
