r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,winner,title_bout,win_con,weight_class,num_rounds,round_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Shane Carwin,Junior Dos Santos,0,1,20,88,0.23,0.46,22,104,1 of 3,2 of 2,0.33,1.0,0,0,0,0,56,44,0.2,0.45652173913043476,0.0,0.16666666666666666,0.0,1.0,5,22,0,1,0,0,b,False,Decision - Unanimous,Heavyweight,3,5,0.25,0.49056603773584906,0.2,0.43137254901960786,0.2,0.45652173913043476,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0
Kenny Florian,Diego Nunes,0,1,42,31,0.37,0.29,112,34,4 of 9,2 of 2,0.44,1.0,1,0,0,0,292,138,0.38461538461538464,0.18518518518518517,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,13,7,2,3,7,0,r,False,Decision - Unanimous,Featherweight,3,5,0.6054054054054054,0.3148148148148148,0.37142857142857144,0.2,0.38461538461538464,0.18518518518518517,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.7777777777777778,0.0,0.3333333333333333
Mark Munoz,Demian Maia,0,0,44,32,0.54,0.41,75,40,3 of 7,0 of 7,0.42,0.0,1,2,0,0,322,113,0.3333333333333333,0.26666666666666666,0.75,0.8,0.0,0.0,9,4,0,4,2,0,r,False,Decision - Unanimous,Middleweight,3,5,0.6521739130434783,0.45977011494252873,0.391304347826087,0.25,0.3333333333333333,0.26666666666666666,0.75,0.8,0.0,0.0,0.4,0.0,0.0
Dave Herman,Jon Olav Einemo,1,0,55,34,0.57,0.48,60,36,1 of 1,1 of 4,1.0,0.25,0,0,0,0,44,114,0.5957446808510638,0.5714285714285714,1.0,1.0,0.6666666666666666,0.0,11,16,8,6,15,0,r,False,KO/TKO,Heavyweight,2,3,0.594059405940594,0.4864864864864865,0.6111111111111112,0.5333333333333333,0.5957446808510638,0.5714285714285714,1.0,1.0,0.6666666666666666,0.0,0.6521739130434783,0.0,0.6153846153846154
Vagner Rocha,Donald Cerrone,0,0,46,86,0.43,0.59,47,87,1 of 7,0 of 1,0.14,0.0,0,0,0,0,56,40,0.4,0.42857142857142855,0.5,0.7777777777777778,1.0,0.8181818181818182,18,38,0,1,0,1,b,False,Decision - Unanimous,Lightweight,3,5,0.4351851851851852,0.5958904109589042,0.46153846153846156,0.6031746031746031,0.4,0.42857142857142855,0.5,0.7777777777777778,1.0,0.8181818181818182,0.0,0.5,0.0
Yves Edwards,Sam Stout,0,1,14,13,0.43,0.24,23,13,1 of 2,0 of 0,0.5,0.0,0,0,0,0,75,2,0.34782608695652173,0.11627906976744186,0.5714285714285714,0.7142857142857143,1.0,0.75,14,13,0,0,0,0,b,False,KO/TKO,Lightweight,1,3,0.5348837209302325,0.23214285714285715,0.4375,0.24074074074074073,0.34782608695652173,0.11627906976744186,0.5714285714285714,0.7142857142857143,1.0,0.75,0.0,0.0,0.0
Jesse Bongfeldt,Chris Weidman,0,0,5,7,0.41,0.41,17,32,0 of 0,1 of 1,0.0,1.0,0,1,0,0,0,225,0.14285714285714285,0.35714285714285715,1.0,1.0,0.5,0.5,2,1,3,2,0,4,b,False,Submission,Middleweight,1,4,0.6071428571428571,0.7272727272727273,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.35714285714285715,1.0,1.0,0.5,0.5,0.0,0.5,1.0
Mike Massenzio,Krzysztof Soszynski,0,0,17,66,0.43,0.52,28,112,2 of 17,0 of 0,0.11,0.0,0,0,0,0,223,328,0.0,0.5,0.0,1.0,0.0,1.0,0,3,0,1,0,34,b,False,Decision - Unanimous,Light Heavyweight,3,5,0.5490196078431373,0.6256983240223464,0.0,0.42857142857142855,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Nick Ring,James Head,0,1,58,30,0.59,0.53,135,43,5 of 5,0 of 0,1.0,0.0,1,0,0,0,539,23,0.5333333333333333,0.2,0.5,0.0,1.0,0.0,5,1,0,0,5,0,r,False,Submission,Middleweight,3,3,0.6923076923076923,0.6231884057971014,0.38461538461538464,0.2,0.5333333333333333,0.2,0.5,0.0,1.0,0.0,1.0,0.0,0.0
Dustin Poirier,Jason Young,0,0,77,57,0.52,0.35,84,102,5 of 9,0 of 0,0.55,0.0,0,0,0,0,280,51,0.42857142857142855,0.22727272727272727,0.0,1.0,1.0,1.0,7,4,1,4,0,5,r,False,Decision - Unanimous,Featherweight,3,5,0.5454545454545454,0.49038461538461536,0.4666666666666667,0.19047619047619047,0.42857142857142855,0.22727272727272727,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Joey Beltran,Aaron Rosa,0,0,88,73,0.46,0.4,185,135,1 of 4,0 of 1,0.25,0.0,0,0,0,0,320,8,0.42857142857142855,0.3157894736842105,1.0,0.0,1.0,0.0,3,6,2,0,7,0,r,False,KO/TKO,Heavyweight,3,1,0.6085526315789473,0.5232558139534884,0.21428571428571427,0.3157894736842105,0.42857142857142855,0.3157894736842105,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666
Darren Elkins,Michihiro Omigawa,0,0,78,65,0.27,0.46,79,77,1 of 4,1 of 2,0.25,0.5,0,0,0,0,5,88,0.11864406779661017,0.46153846153846156,0.0,1.0,0.0,0.0,7,20,0,0,0,1,r,False,Decision - Unanimous,Featherweight,3,5,0.27335640138408307,0.4873417721518987,0.11666666666666667,0.4878048780487805,0.11864406779661017,0.46153846153846156,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Ramsey Nijem,Tony Ferguson,0,1,12,21,0.21,0.55,13,29,0 of 0,2 of 3,0.0,0.66,0,0,0,0,0,74,0.19230769230769232,0.59375,0.6666666666666666,0.5,0.0,0.25,12,14,0,2,0,5,b,False,KO/TKO,Ultimate Fighter 13 Welterweight Tournament,1,3,0.22413793103448276,0.6304347826086957,0.2222222222222222,0.4827586206896552,0.19230769230769232,0.59375,0.6666666666666666,0.5,0.0,0.25,0.0,0.8333333333333334,0.0
Clay Guida,Anthony Pettis,0,0,19,14,0.29,0.27,63,42,5 of 8,0 of 0,0.62,0.0,0,1,1,0,617,41,0.2727272727272727,0.21428571428571427,1.0,0.0,1.0,0.0,2,1,1,0,4,2,r,False,Decision - Unanimous,Lightweight,3,5,0.5625,0.525,0.2,0.07692307692307693,0.2727272727272727,0.21428571428571427,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Ed Herman,Tim Credeur,1,0,11,11,0.57,0.45,11,11,0 of 0,0 of 0,0.0,0.0,0,0,0,0,3,0,0.6111111111111112,0.4090909090909091,0.0,0.0,0.0,1.0,6,11,1,0,4,0,r,False,KO/TKO,Middleweight,1,0,0.5789473684210527,0.4583333333333333,0.42857142857142855,0.4583333333333333,0.6111111111111112,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Fabio Maldonado,Kyle Kingsbury,0,0,78,95,0.54,0.49,122,110,2 of 2,5 of 14,1.0,0.35,2,0,1,0,94,157,0.6470588235294118,0.3103448275862069,0.75,0.8571428571428571,0.0,0.6428571428571429,28,18,5,6,1,0,b,False,Decision - Unanimous,Light Heavyweight,3,5,0.6455026455026455,0.5263157894736842,0.6511627906976745,0.43902439024390244,0.6470588235294118,0.3103448275862069,0.75,0.8571428571428571,0.0,0.6428571428571429,1.0,0.0,0.8333333333333334
Chuck O'Neil,Chris Cope,0,0,47,66,0.37,0.27,48,83,0 of 2,0 of 0,0.0,0.0,0,0,0,0,104,35,0.15625,0.2537313432835821,1.0,0.5454545454545454,0.8333333333333334,0.6666666666666666,10,25,2,4,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.38095238095238093,0.32421875,0.2631578947368421,0.3048780487804878,0.15625,0.2537313432835821,1.0,0.5454545454545454,0.8333333333333334,0.6666666666666666,0.0,0.0,1.0
Danny Downes,Jeremy Stephens,0,0,32,55,0.36,0.62,48,87,0 of 0,6 of 8,0.0,0.75,1,3,0,0,28,496,0.1,0.7692307692307693,1.0,0.6666666666666666,0.0,0.0,0,2,4,4,0,6,b,False,Decision - Unanimous,Lightweight,3,5,0.4485981308411215,0.71900826446281,0.0,0.5,0.1,0.7692307692307693,1.0,0.6666666666666666,0.0,0.0,0.0,0.8571428571428571,1.0
Josh Grispi,George Roop,0,1,11,91,0.39,0.64,14,159,4 of 5,0 of 0,0.8,0.0,0,0,0,0,291,363,0.0,0.4,1.0,0.7777777777777778,1.0,0.625,6,22,0,1,0,1,b,False,KO/TKO,Featherweight,3,3,0.45161290322580644,0.75,0.46153846153846156,0.4888888888888889,0.0,0.4,1.0,0.7777777777777778,1.0,0.625,0.0,1.0,0.0
Ryan McGillivray,Shamar Bailey,0,0,19,33,0.2,0.47,25,63,0 of 1,5 of 9,0.0,0.55,0,0,0,0,0,561,0.25,0.3333333333333333,0.5,1.0,0.0,1.0,8,4,0,1,1,2,b,False,Decision - Unanimous,Welterweight,3,5,0.25773195876288657,0.6,0.24242424242424243,0.4,0.25,0.3333333333333333,0.5,1.0,0.0,1.0,1.0,0.5,0.0
Clay Harvison,Justin Edwards,0,0,57,42,0.52,0.46,113,84,1 of 1,7 of 20,1.0,0.35,2,0,1,0,230,413,0.5666666666666667,0.30434782608695654,1.0,0.6666666666666666,0.0,0.0,12,7,5,2,3,0,r,False,Decision - Split,Welterweight,3,5,0.6647058823529411,0.5833333333333334,0.5,0.3181818181818182,0.5666666666666667,0.30434782608695654,1.0,0.6666666666666666,0.0,0.0,0.75,0.0,1.0
Scott Jorgensen,Ken Stone,0,0,15,18,0.53,0.42,17,25,1 of 1,0 of 0,1.0,0.0,0,0,0,0,69,21,0.48,0.3125,1.0,1.0,1.0,0.6,8,16,2,2,5,0,r,False,KO/TKO,Bantamweight,1,4,0.5666666666666667,0.5102040816326531,0.4,0.41025641025641024,0.48,0.3125,1.0,1.0,1.0,0.6,0.8333333333333334,0.0,1.0
Reuben Duran,Francisco Rivera,0,0,42,22,0.59,0.57,101,54,2 of 5,0 of 1,0.4,0.0,2,3,0,0,415,58,0.4,0.0,1.0,0.0,1.0,1.0,6,3,0,0,0,0,r,False,Submission,Bantamweight,3,1,0.7651515151515151,0.7714285714285715,0.6666666666666666,0.42857142857142855,0.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Quinton Jackson,Matt Hamill,0,0,55,32,0.42,0.37,61,34,0 of 0,0 of 17,0.0,0.0,0,0,0,0,62,75,0.3225806451612903,0.2777777777777778,0.8181818181818182,1.0,1.0,1.0,11,7,10,2,0,0,r,False,Decision - Unanimous,Light Heavyweight,3,5,0.45185185185185184,0.39080459770114945,0.3333333333333333,0.3888888888888889,0.3225806451612903,0.2777777777777778,0.8181818181818182,1.0,1.0,1.0,0.0,0.0,0.9090909090909091
Frank Mir,Roy Nelson,0,0,46,21,0.7,0.41,82,46,6 of 8,0 of 1,0.75,0.0,0,0,0,0,444,240,0.7857142857142857,0.25,1.0,0.0,1.0,1.0,3,2,3,1,9,0,r,False,Decision - Unanimous,Heavyweight,3,5,0.7961165048543689,0.5974025974025974,0.6,0.5,0.7857142857142857,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.75
Stefan Struve,Travis Browne,0,1,10,17,0.43,0.47,10,17,0 of 0,1 of 1,0.0,1.0,2,0,1,0,39,73,0.26666666666666666,0.391304347826087,0.8,0.6666666666666666,0.6666666666666666,0.5714285714285714,8,10,2,4,0,3,b,False,KO/TKO,Heavyweight,1,4,0.43478260869565216,0.4594594594594595,0.38095238095238093,0.3448275862068966,0.26666666666666666,0.391304347826087,0.8,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.0,1.0,1.0
Thiago Alves,Rick Story,0,0,41,62,0.36,0.36,54,79,1 of 3,4 of 14,0.33,0.28,0,0,0,0,60,459,0.4032258064516129,0.20253164556962025,1.0,0.625,1.0,0.5,24,20,4,2,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.432,0.42245989304812837,0.4067796610169492,0.23809523809523808,0.4032258064516129,0.20253164556962025,1.0,0.625,1.0,0.5,0.0,0.0,0.6666666666666666
Brian Stann,Jorge Santiago,2,0,47,14,0.47,0.32,77,16,0 of 0,0 of 2,0.0,0.0,0,0,0,0,102,15,0.3142857142857143,0.3076923076923077,0.6666666666666666,1.0,0.8,0.5,18,9,0,1,3,0,r,False,KO/TKO,Middleweight,2,4,0.5703703703703704,0.35555555555555557,0.4186046511627907,0.3333333333333333,0.3142857142857143,0.3076923076923077,0.6666666666666666,1.0,0.8,0.5,0.6,0.0,0.0
Miguel Torres,Demetrious Johnson,0,0,10,13,0.52,0.56,95,63,0 of 1,5 of 5,0.0,1.0,3,0,2,1,273,520,0.0,0.3333333333333333,0.5,0.5,0.0,1.0,0,2,1,1,0,0,b,False,Decision - Unanimous,Bantamweight,3,5,0.8260869565217391,0.6847826086956522,0.0,0.5,0.0,0.3333333333333333,0.5,0.5,0.0,1.0,0.0,0.0,0.5
Kendall Grove,Tim Boetsch,0,0,20,17,0.44,0.77,68,90,1 of 3,7 of 14,0.33,0.5,0,0,0,1,108,600,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,1,1,1,1,1,2,b,False,Decision - Unanimous,Middleweight,3,5,0.7157894736842105,0.8108108108108109,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Gleison Tibau,Rafaello Oliveira,1,0,19,12,0.33,0.25,38,15,3 of 3,0 of 3,1.0,0.0,2,0,0,0,141,14,0.5,0.0,0.0,1.0,0.0,0.0,2,2,1,1,8,0,r,False,Submission,Lightweight,2,3,0.4935064935064935,0.29411764705882354,0.2,0.2222222222222222,0.5,0.0,0.0,1.0,0.0,0.0,0.7272727272727273,0.0,1.0
Michael McDonald,Chris Cariaso,0,0,32,44,0.47,0.51,37,55,1 of 2,1 of 4,0.5,0.25,0,0,0,0,129,98,0.25,0.1111111111111111,1.0,1.0,1.0,0.75,6,11,0,0,0,0,r,False,Decision - Split,Bantamweight,3,5,0.5138888888888888,0.5612244897959183,0.5,0.44,0.25,0.1111111111111111,1.0,1.0,1.0,0.75,0.0,0.0,0.0
Cole Escovedo,Renan Barao,0,0,29,46,0.44,0.52,48,96,0 of 1,6 of 7,0.0,0.85,0,0,0,0,12,513,0.2,0.39285714285714285,1.0,1.0,0.6666666666666666,0.625,16,27,0,0,1,1,b,False,Decision - Unanimous,Bantamweight,3,5,0.5714285714285714,0.6906474820143885,0.43243243243243246,0.574468085106383,0.2,0.39285714285714285,1.0,1.0,0.6666666666666666,0.625,1.0,1.0,0.0
Georges St-Pierre,Jake Shields,0,0,85,78,0.34,0.19,92,96,2 of 3,0 of 6,0.66,0.0,0,0,0,0,47,20,0.22,0.203125,0.3333333333333333,0.6363636363636364,1.0,0.3333333333333333,14,21,1,0,0,0,r,False,Decision - Unanimous,Welterweight,5,5,0.36507936507936506,0.22695035460992907,0.23728813559322035,0.2692307692307692,0.22,0.203125,0.3333333333333333,0.6363636363636364,1.0,0.3333333333333333,0.0,0.0,1.0
Jose Aldo,Mark Hominick,1,0,94,71,0.43,0.39,131,147,5 of 9,1 of 2,0.55,0.5,1,0,0,0,553,258,0.2,0.4642857142857143,0.0,0.9,0.5,0.0,3,2,0,0,0,20,r,False,Decision - Unanimous,Featherweight,5,5,0.5077519379844961,0.5364963503649635,0.25,0.2857142857142857,0.2,0.4642857142857143,0.0,0.9,0.5,0.0,0.0,0.6451612903225806,0.0
Lyoto Machida,Randy Couture,1,0,15,5,0.31,0.21,17,5,0 of 0,0 of 3,0.0,0.0,0,0,0,0,2,6,0.4,0.3333333333333333,0.0,0.0,1.0,0.0,4,1,0,0,1,0,r,False,KO/TKO,Light Heavyweight,2,1,0.3469387755102041,0.20833333333333334,0.4,0.3333333333333333,0.4,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Vladimir Matyushenko,Jason Brilz,1,0,8,1,0.88,1.0,8,1,0 of 0,0 of 0,0.0,0.0,0,0,0,0,2,0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,5,1,0,0,3,0,r,False,KO/TKO,Light Heavyweight,1,0,0.8888888888888888,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mark Bocek,Benson Henderson,0,0,11,56,0.32,0.44,36,114,4 of 11,3 of 4,0.36,0.75,2,0,1,0,267,332,0.36363636363636365,0.3333333333333333,1.0,0.7777777777777778,0.0,1.0,1,4,1,7,3,7,b,False,Decision - Unanimous,Lightweight,3,5,0.5806451612903226,0.6,0.2,0.3333333333333333,0.36363636363636365,0.3333333333333333,1.0,0.7777777777777778,0.0,1.0,0.6,0.6363636363636364,0.5
Nate Diaz,Rory MacDonald,0,0,26,42,0.41,0.42,72,60,0 of 7,7 of 10,0.0,0.7,0,0,0,0,149,315,0.5,0.4482758620689655,0.5,0.0,0.75,1.0,1,1,4,0,0,13,b,False,Decision - Unanimous,Welterweight,3,5,0.6428571428571429,0.49586776859504134,0.25,0.1111111111111111,0.5,0.4482758620689655,0.5,0.0,0.75,1.0,0.0,0.65,1.0
Jake Ellenberger,Sean Pierson,1,0,9,3,0.47,0.21,9,3,1 of 1,0 of 0,1.0,0.0,0,0,0,0,8,0,0.46153846153846156,0.23076923076923078,0.3333333333333333,0.0,0.6666666666666666,0.0,7,3,1,0,1,0,r,False,KO/TKO,Welterweight,1,2,0.47368421052631576,0.21428571428571427,0.4375,0.21428571428571427,0.46153846153846156,0.23076923076923078,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.5
Daniel Roberts,Claude Patrick,0,0,6,29,0.07,0.46,31,51,1 of 4,4 of 5,0.25,0.8,1,1,1,0,249,289,0.0,0.15384615384615385,0.5,1.0,0.5,1.0,2,4,0,2,0,1,b,False,Decision - Unanimous,Welterweight,3,5,0.27927927927927926,0.6,0.058823529411764705,0.3076923076923077,0.0,0.15384615384615385,0.5,1.0,0.5,1.0,0.0,0.5,0.0
Ivan Menjivar,Charlie Valencia,1,0,8,5,0.33,0.5,12,5,0 of 0,0 of 0,0.0,0.0,0,0,0,0,13,0,0.2777777777777778,0.25,0.5,1.0,0.5,0.3333333333333333,0,2,4,3,4,0,r,False,KO/TKO,Bantamweight,1,1,0.41379310344827586,0.5,0.0,0.2857142857142857,0.2777777777777778,0.25,0.5,1.0,0.5,0.3333333333333333,0.4444444444444444,0.0,0.8
Jason MacDonald,Ryan Jensen,0,0,0,0,0.0,0.0,0,6,0 of 1,0 of 0,0.0,0.0,1,1,0,1,39,45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,r,False,Submission,Middleweight,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Makdessi,Kyle Watson,1,0,50,25,0.51,0.17,55,25,0 of 0,0 of 3,0.0,0.0,0,0,0,0,1,17,0.5555555555555556,0.25,0.75,0.2,0.3333333333333333,0.0,8,1,1,1,0,0,r,False,KO/TKO,Lightweight,3,1,0.5339805825242718,0.1773049645390071,0.6153846153846154,0.14285714285714285,0.5555555555555556,0.25,0.75,0.2,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Yves Jabouin,Pablo Garza,0,0,16,26,0.43,0.54,16,33,0 of 0,0 of 1,0.0,0.0,0,1,0,1,40,26,0.2608695652173913,0.4,0.5,0.7272727272727273,0.75,0.6666666666666666,16,11,0,7,0,8,b,False,Submission,Featherweight,1,4,0.43243243243243246,0.6,0.43243243243243246,0.36666666666666664,0.2608695652173913,0.4,0.5,0.7272727272727273,0.75,0.6666666666666666,0.0,1.0,0.0
Phil Davis,Rogerio Nogueira,0,0,42,8,0.41,0.14,72,16,4 of 11,0 of 0,0.36,0.0,0,0,0,0,369,0,0.2,0.125,0.8333333333333334,0.0,0.0,0.0,3,1,0,0,6,0,r,False,Decision - Unanimous,Light Heavyweight,3,5,0.5034965034965035,0.23529411764705882,0.25,0.125,0.2,0.125,0.8333333333333334,0.0,0.0,0.0,0.42857142857142855,0.0,0.0
Anthony Johnson,Dan Hardy,1,0,20,2,0.55,0.15,107,10,4 of 5,0 of 1,0.8,0.0,2,3,0,0,765,0,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0,0,4,0,3,0,r,False,Decision - Unanimous,Welterweight,3,5,0.7925925925925926,0.47619047619047616,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8
DaMarques Johnson,Amir Sadollah,0,0,27,62,0.47,0.52,31,75,2 of 4,2 of 2,0.5,1.0,0,0,0,0,155,191,0.45,0.45714285714285713,0.75,0.8888888888888888,1.0,1.0,7,6,6,11,0,24,b,False,KO/TKO,Welterweight,2,3,0.49206349206349204,0.5597014925373134,0.4666666666666667,0.2608695652173913,0.45,0.45714285714285713,0.75,0.8888888888888888,1.0,1.0,0.0,0.5714285714285714,0.6
Chan Sung Jung,Leonard Garcia,0,0,30,15,0.3,0.17,47,16,1 of 2,0 of 1,0.5,0.0,1,0,0,0,162,0,0.2127659574468085,0.09302325581395349,1.0,1.0,0.5,0.3333333333333333,10,4,0,2,3,0,r,False,Submission,Featherweight,2,4,0.3949579831932773,0.18181818181818182,0.2127659574468085,0.09090909090909091,0.2127659574468085,0.09302325581395349,1.0,1.0,0.5,0.3333333333333333,0.75,0.0,0.0
Jon Madsen,Mike Russow,0,0,27,14,0.45,0.46,32,37,0 of 0,3 of 6,0.0,0.5,0,0,0,0,0,206,0.35294117647058826,0.42857142857142855,1.0,1.0,0.0,0.0,6,3,1,1,0,0,b,False,TKO - Doctor's Stoppage,Heavyweight,2,5,0.49230769230769234,0.6271186440677966,0.3333333333333333,0.5,0.35294117647058826,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Alex Caceres,Mackens Semerzier,0,0,2,9,0.28,0.9,5,24,0 of 0,3 of 5,0.0,0.6,0,1,0,0,0,172,0.2857142857142857,0.875,0.0,1.0,0.0,1.0,2,2,0,1,0,6,b,False,Submission,Featherweight,1,3,0.5,0.8571428571428571,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.875,0.0,1.0,0.0,1.0,0.0,1.0,0.0
John Hathaway,Kris McCray,0,0,43,48,0.5,0.6,207,133,3 of 6,3 of 7,0.5,0.42,4,0,0,1,257,456,0.4,0.42857142857142855,1.0,1.0,0.0,1.0,6,5,0,2,9,0,r,False,Decision - Split,Welterweight,3,5,0.6923076923076923,0.751412429378531,0.46153846153846156,0.625,0.4,0.42857142857142855,1.0,1.0,0.0,1.0,0.5625,0.0,0.0
Michael McDonald,Edwin Figueroa,0,0,51,45,0.47,0.45,58,66,5 of 5,0 of 0,1.0,0.0,3,0,0,2,240,235,0.3333333333333333,0.24242424242424243,1.0,0.8333333333333334,1.0,0.0,9,11,2,0,2,2,r,False,Decision - Unanimous,Bantamweight,3,5,0.4915254237288136,0.532258064516129,0.375,0.3142857142857143,0.3333333333333333,0.24242424242424243,1.0,0.8333333333333334,1.0,0.0,0.4,1.0,1.0
Sean McCorkle,Christian Morecraft,0,0,8,22,0.57,0.47,12,64,1 of 2,1 of 2,0.5,0.5,0,2,0,1,78,368,0.4444444444444444,0.21052631578947367,0.0,1.0,0.0,1.0,4,3,0,3,0,2,b,False,Submission,Heavyweight,2,4,0.631578947368421,0.6666666666666666,0.5,0.23076923076923078,0.4444444444444444,0.21052631578947367,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0
Johny Hendricks,TJ Waldburger,1,0,7,3,0.87,0.33,9,3,0 of 0,0 of 1,0.0,0.0,0,0,0,0,26,31,0.75,0.0,1.0,1.0,0.0,1.0,2,2,2,1,3,0,r,False,KO/TKO,Welterweight,1,1,0.9,0.3333333333333333,0.6666666666666666,0.25,0.75,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Mario Miranda,Aaron Simpson,0,0,14,59,0.93,0.78,60,122,0 of 2,10 of 26,0.0,0.38,0,0,0,0,69,761,0.8,0.16666666666666666,1.0,1.0,0.0,1.0,0,1,6,7,0,7,b,False,Decision - Unanimous,Middleweight,3,5,0.9523809523809523,0.7721518987341772,0.0,0.5,0.8,0.16666666666666666,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,1.0
Waylon Lowe,Nik Lentz,0,0,46,51,0.75,0.56,53,73,4 of 6,0 of 3,0.66,0.0,1,1,0,0,270,16,0.5789473684210527,0.4782608695652174,1.0,1.0,0.0,1.0,11,18,1,0,0,0,b,False,Submission,Lightweight,3,2,0.7794117647058824,0.6403508771929824,0.5789473684210527,0.6,0.5789473684210527,0.4782608695652174,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Mauricio Rua,Jon Jones,0,1,9,75,0.22,0.66,11,102,0 of 0,3 of 3,0.0,1.0,0,0,0,0,5,470,0.16666666666666666,0.65625,0.0,0.6666666666666666,0.0,1.0,1,3,0,2,0,19,b,False,KO/TKO,Light Heavyweight,3,2,0.2619047619047619,0.7183098591549296,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.65625,0.0,0.6666666666666666,0.0,1.0,0.0,0.76,0.0
Urijah Faber,Eddie Wineland,0,0,49,11,0.44,0.15,61,21,2 of 11,1 of 3,0.18,0.33,0,0,0,0,306,103,0.3888888888888889,0.10714285714285714,0.5714285714285714,0.0,0.0,1.0,12,3,2,1,4,0,r,False,Decision - Unanimous,Bantamweight,3,5,0.5,0.25925925925925924,0.48,0.1111111111111111,0.3888888888888889,0.10714285714285714,0.5714285714285714,0.0,0.0,1.0,0.25,0.0,1.0
Jim Miller,Kamal Shalorus,1,0,43,26,0.32,0.2,76,34,1 of 1,1 of 3,1.0,0.33,2,0,0,0,206,60,0.38461538461538464,0.10256410256410256,0.4,0.0,0.5,0.0,7,4,3,0,8,0,r,False,KO/TKO,Lightweight,3,2,0.4418604651162791,0.2463768115942029,0.21875,0.10256410256410256,0.38461538461538464,0.10256410256410256,0.4,0.0,0.5,0.0,0.8888888888888888,0.0,0.6
Dan Miller,Nate Marquardt,0,0,10,47,0.26,0.6,36,75,2 of 6,3 of 3,0.33,1.0,2,0,0,0,119,438,0.2,0.5714285714285714,1.0,0.0,0.0,1.0,2,9,1,0,0,12,b,False,Decision - Unanimous,Middleweight,3,5,0.5538461538461539,0.6818181818181818,0.18181818181818182,0.47368421052631576,0.2,0.5714285714285714,1.0,0.0,0.0,1.0,0.0,0.7058823529411765,1.0
Mirko Filipovic,Brendan Schaub,0,1,21,40,0.53,0.48,52,109,0 of 0,4 of 8,0.0,0.5,0,0,0,0,110,417,0.2727272727272727,0.16666666666666666,0.0,0.6666666666666666,0.5,0.0,3,2,1,1,0,1,b,False,KO/TKO,Heavyweight,3,3,0.7323943661971831,0.6987179487179487,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.16666666666666666,0.0,0.6666666666666666,0.5,0.0,0.0,0.5,0.3333333333333333
Luiz Cane,Eliot Marshall,1,0,29,2,0.46,0.28,33,2,0 of 0,0 of 2,0.0,0.0,0,0,0,0,59,0,0.4426229508196721,0.2857142857142857,0.0,0.0,1.0,0.0,5,2,0,0,24,0,r,False,KO/TKO,Light Heavyweight,1,2,0.4583333333333333,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.4426229508196721,0.2857142857142857,0.0,0.0,1.0,0.0,0.4897959183673469,0.0,0.0
