winner,win_con,title_bout,r_fighter,b_fighter,weight_class,r_str_acc,b_str_acc,r_td,b_td,r_SLpM,b_SLpM,r_SApM,b_SApM,r_consec_wins,b_consec_wins,r_wins,b_wins,r_losses,b_losses,r_reach_adv,r_stance,b_stance
r,Submission,False,Mike Pierce,Amilcar Alves,Welterweight,0.65,0.4,4,0,2.3846153846153846,0.3076923076923077,0.3076923076923077,2.3846153846153846,1,0,2,0,1,0,,Orthodox,
r,Submission,True,Anderson Silva,Chael Sonnen,Middleweight,0.5,0.52,1,3,1.2608695652173914,3.869565217391304,3.869565217391304,1.2608695652173914,11,3,11,4,0,3,4.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Jon Fitch,Thiago Alves,Welterweight,0.43,0.27,9,0,1.9333333333333333,1.4666666666666666,1.4666666666666666,1.9333333333333333,4,0,12,9,1,3,4.0,Orthodox,Orthodox
r,Submission,False,Clay Guida,Rafael Dos Anjos,Lightweight,0.21,0.26,2,1,1.7272727272727273,1.5454545454545454,1.5454545454545454,1.7272727272727273,1,3,6,3,5,2,0.0,Orthodox,Southpaw
r,Submission,False,Matt Hughes,Ricardo Almeida,Welterweight,0.12,0.35,0,0,0.6666666666666666,3.3333333333333335,3.3333333333333335,0.6666666666666666,2,3,17,5,5,3,-1.0,Switch,Orthodox
b,Decision - Unanimous,False,Roy Nelson,Junior Dos Santos,Heavyweight,0.39,0.46,0,1,2.6666666666666665,8.666666666666666,8.666666666666666,2.6666666666666665,2,5,2,5,0,0,-4.0,Orthodox,Orthodox
b,KO/TKO,False,Dustin Hazelett,Rick Story,Welterweight,0.41,0.68,0,3,1.1666666666666667,12.5,12.5,1.1666666666666667,0,3,5,3,3,1,5.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Rodney Wallace,Phil Davis,Light Heavyweight,0.22,0.64,0,3,0.13333333333333333,3.933333333333333,3.933333333333333,0.13333333333333333,0,2,0,2,2,0,-7.0,Switch,Orthodox
r,KO/TKO,False,Johny Hendricks,Charlie Brenneman,Welterweight,0.66,0.27,0,2,5.6,1.8,1.8,5.6,3,1,3,1,0,0,-1.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Todd Brown,Tim Boetsch,Light Heavyweight,0.38,0.53,0,3,1.8666666666666667,4.0,4.0,1.8666666666666667,0,0,0,2,0,2,,,Orthodox
r,KO/TKO,False,Stefan Struve,Christian Morecraft,Heavyweight,0.57,0.5,0,1,2.2,7.2,7.2,2.2,0,0,3,0,2,0,3.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Ben Saunders,Dennis Hallman,Welterweight,0.66,0.5,0,3,2.0,1.8666666666666667,1.8666666666666667,2.0,0,0,4,1,2,4,5.0,Orthodox,Orthodox
r,KO/TKO,False,Jon Jones,Vladimir Matyushenko,Light Heavyweight,0.93,0.0,1,0,15.0,0.0,0.0,15.0,1,2,4,5,1,2,10.0,Orthodox,Orthodox
b,Decision - Split,False,Mark Munoz,Yushin Okami,Middleweight,0.36,0.26,1,1,1.0666666666666667,1.4666666666666666,1.4666666666666666,1.0666666666666667,3,1,3,8,1,2,-4.0,Orthodox,Southpaw
b,TKO - Doctor's Stoppage,False,John Howard,Jake Ellenberger,Welterweight,0.5,0.56,0,5,1.4166666666666667,3.1666666666666665,3.1666666666666665,1.4166666666666667,4,1,4,1,0,1,1.0,Orthodox,Orthodox
b,KO/TKO,False,Tyson Griffin,Takanori Gomi,Lightweight,0.21,0.33,0,0,3.0,5.0,5.0,3.0,0,0,7,0,3,1,-2.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Paul Kelly,Jacob Volkmann,Lightweight,0.39,0.4,0,6,1.6,2.1333333333333333,2.1333333333333333,1.6,1,1,4,1,2,2,-1.0,Orthodox,Southpaw
b,KO/TKO,False,DaMarques Johnson,Matthew Riddle,Welterweight,0.33,0.5,0,3,1.0,4.666666666666667,4.666666666666667,1.0,2,1,2,4,1,1,-1.0,Orthodox,Southpaw
b,Submission,False,James Irvin,Igor Pokrajac,Light Heavyweight,0.5,0.66,0,2,5.5,9.0,9.0,5.5,0,0,4,0,5,2,1.0,Orthodox,Orthodox
r,Submission,False,Brian Stann,Mike Massenzio,Middleweight,0.59,0.45,0,5,3.3076923076923075,0.38461538461538464,0.38461538461538464,3.3076923076923075,0,0,2,1,2,1,1.0,Orthodox,Southpaw
b,Submission,False,Darren Elkins,Charles Oliveira,Lightweight,0.0,0.75,1,0,0.0,3.0,3.0,0.0,1,0,1,0,0,0,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Rob Kimmons,Steve Steinbeiss,Middleweight,0.58,0.65,4,0,2.533333333333333,5.666666666666667,5.666666666666667,2.533333333333333,0,0,2,0,2,1,-2.0,Orthodox,Orthodox
r,Submission,True,Brock Lesnar,Shane Carwin,Heavyweight,0.53,0.47,1,0,1.1428571428571428,5.714285714285714,5.714285714285714,1.1428571428571428,3,4,3,4,1,0,1.0,Orthodox,Orthodox
r,Submission,False,Chris Leben,Yoshihiro Akiyama,Middleweight,0.43,0.39,0,5,3.2857142857142856,1.9285714285714286,1.9285714285714286,3.2857142857142856,2,1,10,1,5,0,-2.0,Southpaw,Orthodox
r,Submission,False,Chris Lytle,Matt Brown,Welterweight,0.38,0.59,0,1,2.7142857142857144,3.5714285714285716,3.5714285714285716,2.7142857142857144,2,0,7,4,9,2,-7.0,Orthodox,Orthodox
b,KO/TKO,False,Krzysztof Soszynski,Stephan Bonnar,Light Heavyweight,0.35,0.42,0,2,4.0,6.0,6.0,4.0,1,0,4,5,1,6,-2.0,OpenStance,Orthodox
r,Decision - Unanimous,False,George Sotiropoulos,Kurt Pellegrino,Lightweight,0.29,0.36,1,3,3.2,2.6,2.6,3.2,5,4,5,7,0,3,1.0,Orthodox,Orthodox
r,KO/TKO,False,Brendan Schaub,Chris Tuchscherer,Heavyweight,0.83,0.2,0,0,10.0,1.0,1.0,10.0,1,1,1,1,1,1,2.0,Orthodox,Orthodox
b,Submission,False,Seth Petruzelli,Ricardo Romero,Light Heavyweight,0.48,0.63,0,1,3.75,2.375,2.375,3.75,0,0,0,0,2,0,0.0,Orthodox,Orthodox
r,Decision - Split,False,Kendall Grove,Goran Reljic,Middleweight,0.31,0.25,1,3,1.8666666666666667,0.9333333333333333,0.9333333333333333,1.8666666666666667,0,0,6,1,4,1,-2.0,Orthodox,Southpaw
r,KO/TKO,False,Gerald Harris,David Branch,Middleweight,0.27,0.51,5,0,0.8333333333333334,1.6666666666666667,1.6666666666666667,0.8333333333333334,2,0,2,0,0,0,-1.0,Southpaw,Orthodox
b,Decision - Split,False,Forrest Petz,Daniel Roberts,Welterweight,0.3,0.11,1,6,1.4,0.3333333333333333,0.3333333333333333,1.4,0,0,2,0,3,1,-3.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Jon Madsen,Karlos Vemola,Heavyweight,0.69,0.38,3,0,2.466666666666667,1.0666666666666667,1.0666666666666667,2.466666666666667,2,0,2,0,0,0,-3.0,Orthodox,Orthodox
r,Submission,True,Court McGee,Kris McCray,Ultimate Fighter 11 Middleweight Tournament,0.37,0.28,5,0,2.75,2.375,2.375,2.75,0,0,0,0,0,0,-1.0,Orthodox,Orthodox
b,Decision - Majority,False,Keith Jardine,Matt Hamill,Light Heavyweight,0.28,0.38,0,2,4.333333333333333,5.133333333333334,5.133333333333334,4.333333333333333,0,3,6,7,6,2,0.0,Orthodox,Orthodox
r,KO/TKO,False,Chris Leben,Aaron Simpson,Middleweight,0.45,0.55,0,2,4.666666666666667,4.777777777777778,4.777777777777778,4.666666666666667,1,3,9,3,5,0,0.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Spencer Fisher,Dennis Siver,Lightweight,0.36,0.3,0,0,3.466666666666667,5.133333333333334,5.133333333333334,3.466666666666667,0,0,8,4,4,4,-2.0,Southpaw,Orthodox
b,KO/TKO,False,Jamie Yager,Rich Attonito,Middleweight,0.39,0.36,0,1,3.2222222222222223,2.6666666666666665,2.6666666666666665,3.2222222222222223,0,0,0,0,0,0,,,Orthodox
r,Decision - Unanimous,False,John Gunderson,Mark Holst,Lightweight,0.52,0.12,4,1,2.066666666666667,0.13333333333333333,0.13333333333333333,2.066666666666667,0,0,0,0,1,0,,Orthodox,
r,Decision - Unanimous,False,Brad Tavares,Seth Baczynski,Middleweight,0.52,0.5,3,0,1.2,1.4666666666666666,1.4666666666666666,1.2,0,0,0,0,0,0,-1.0,Orthodox,Orthodox
b,KO/TKO,False,Josh Bryant,Kyle Noke,Middleweight,0.2,0.56,0,0,1.125,6.25,6.25,1.125,0,0,0,0,0,0,,,Southpaw
r,Decision - Unanimous,False,Chris Camozzi,James Hammortree,Middleweight,0.55,0.3,0,2,4.133333333333334,1.9333333333333333,1.9333333333333333,4.133333333333334,0,0,0,0,0,0,,Orthodox,
b,KO/TKO,False,James McSweeney,Travis Browne,Heavyweight,0.54,0.43,0,0,1.5,4.75,4.75,1.5,1,0,1,0,0,0,-2.0,Switch,Orthodox
b,KO/TKO,False,Chuck Liddell,Rich Franklin,Light Heavyweight,0.41,0.46,1,0,4.25,6.0,6.0,4.25,0,0,16,12,6,4,0.0,Orthodox,Southpaw
r,Submission,False,Mirko Filipovic,Pat Barry,Heavyweight,0.42,0.37,0,0,3.0,1.7857142857142858,1.7857142857142858,3.0,1,1,3,2,3,1,-1.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Paulo Thiago,Martin Kampmann,Welterweight,0.32,0.4,1,1,0.8666666666666667,1.6,1.6,0.8666666666666667,2,1,3,7,1,2,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Ben Rothwell,Gilbert Yvel,Heavyweight,0.61,0.54,5,0,2.933333333333333,2.2,2.2,2.933333333333333,0,0,0,0,1,1,1.0,Orthodox,Orthodox
r,KO/TKO,False,Carlos Condit,Rory MacDonald,Welterweight,0.42,0.41,0,3,5.142857142857143,2.0714285714285716,2.0714285714285716,5.142857142857143,1,1,1,1,1,0,-1.0,Orthodox,Orthodox
b,Decision - Split,False,Tyson Griffin,Evan Dunham,Lightweight,0.37,0.38,0,3,1.7333333333333334,1.8666666666666667,1.8666666666666667,1.7333333333333334,2,3,7,3,2,0,-2.0,Orthodox,Southpaw
b,Submission,False,Mac Danzig,Matt Wiman,Lightweight,0.5,0.33,1,0,4.0,4.0,4.0,4.0,1,1,3,5,3,3,2.0,Orthodox,Orthodox
b,KO/TKO,False,David Loiseau,Mario Miranda,Middleweight,0.2,0.66,0,3,0.2222222222222222,4.666666666666667,4.666666666666667,0.2222222222222222,0,0,4,0,4,1,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,James Wilks,Peter Sobotta,Welterweight,0.47,0.26,1,1,2.533333333333333,1.0,1.0,2.533333333333333,0,0,1,0,1,1,0.0,Orthodox,Southpaw
b,Submission,False,Ricardo Funch,Claude Patrick,Welterweight,1.0,0.72,0,1,0.8333333333333334,2.1666666666666665,2.1666666666666665,0.8333333333333334,0,0,0,0,1,0,-1.0,Southpaw,Orthodox
r,Submission,False,Mike Pyle,Jesse Lennox,Welterweight,0.4,0.3,0,1,3.5,2.642857142857143,2.642857142857143,3.5,0,0,1,1,2,1,2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Quinton Jackson,Rashad Evans,Light Heavyweight,0.36,0.55,0,3,1.1333333333333333,1.9333333333333333,1.9333333333333333,1.1333333333333333,2,1,5,9,1,1,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Michael Bisping,Dan Miller,Middleweight,0.33,0.23,0,1,5.066666666666666,3.3333333333333335,3.3333333333333335,5.066666666666666,0,0,8,3,3,2,1.0,Orthodox,Orthodox
b,KO/TKO,False,Todd Duffee,Mike Russow,Heavyweight,0.28,0.31,0,0,4.25,1.1666666666666667,1.1666666666666667,4.25,1,1,1,1,0,0,5.0,Orthodox,Orthodox
b,Decision - Split,False,Jason Brilz,Rogerio Nogueira,Light Heavyweight,0.36,0.34,3,1,1.2,1.5333333333333334,1.5333333333333334,1.2,1,1,3,1,1,0,-4.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Diego Sanchez,John Hathaway,Welterweight,0.26,0.48,1,0,1.6,5.6,5.6,1.6,0,3,10,3,3,0,-3.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Amir Sadollah,Dong Hyun Kim,Welterweight,0.26,0.75,0,6,0.6666666666666666,2.0,2.0,0.6666666666666666,2,3,3,3,1,0,-1.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Efrain Escudero,Dan Lauzon,Lightweight,0.34,0.23,0,0,4.266666666666667,1.1333333333333333,1.1333333333333333,4.266666666666667,0,0,2,0,1,2,,Orthodox,
r,KO/TKO,False,Melvin Guillard,Waylon Lowe,Lightweight,0.66,0.16,0,1,4.666666666666667,0.3333333333333333,0.3333333333333333,4.666666666666667,1,0,6,0,4,0,,Orthodox,
b,KO/TKO,False,Luiz Cane,Cyrille Diabate,Light Heavyweight,0.25,0.8,0,0,2.0,8.5,8.5,2.0,0,0,3,0,2,0,-4.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Aaron Riley,Joe Brammer,Lightweight,0.44,0.34,3,1,3.066666666666667,2.466666666666667,2.466666666666667,3.066666666666667,0,0,2,0,4,1,,Southpaw,
b,Submission,False,Jesse Forbes,Ryan Jensen,Middleweight,0.33,0.5,1,0,3.0,3.0,3.0,3.0,0,0,0,1,2,4,-1.0,Southpaw,Orthodox
b,KO/TKO,True,Lyoto Machida,Mauricio Rua,Light Heavyweight,0.81,0.6,2,0,3.0,5.666666666666667,5.666666666666667,3.0,8,0,8,2,0,2,-2.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Josh Koscheck,Paul Daley,Welterweight,0.65,0.39,4,0,1.2666666666666666,0.7333333333333333,0.7333333333333333,1.2666666666666666,2,2,12,2,4,0,-3.0,Orthodox,Orthodox
b,Decision - Split,False,Sam Stout,Jeremy Stephens,Lightweight,0.38,0.46,0,3,4.666666666666667,3.6666666666666665,3.6666666666666665,4.666666666666667,2,1,4,4,4,4,-1.0,Orthodox,Orthodox
b,KO/TKO,False,Kevin Ferguson,Matt Mitrione,Heavyweight,0.23,0.78,2,0,0.5555555555555556,4.888888888888889,4.888888888888889,0.5555555555555556,1,1,1,1,0,0,-5.0,Orthodox,Switch
b,Submission,False,Patrick Cote,Alan Belcher,Middleweight,0.59,0.52,2,1,2.75,3.375,3.375,2.75,0,1,4,6,5,4,0.0,Orthodox,Orthodox
b,Submission,False,Tom Lawlor,Joe Doerksen,Middleweight,0.45,0.46,0,0,6.0,6.285714285714286,6.285714285714286,6.0,0,0,2,1,1,5,-1.0,Southpaw,Orthodox
r,KO/TKO,False,Marcus Davis,Jonathan Goulet,Welterweight,0.64,0.31,0,4,1.8333333333333333,0.8333333333333334,0.8333333333333334,1.8333333333333333,0,0,8,4,4,4,-3.0,Southpaw,Orthodox
b,Decision - Majority,False,TJ Grant,Johny Hendricks,Welterweight,0.6,0.65,0,8,4.466666666666667,3.533333333333333,3.533333333333333,4.466666666666667,1,2,2,2,1,0,3.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Joey Beltran,Tim Hague,Heavyweight,0.6,0.5,0,2,6.466666666666667,4.0,4.0,6.466666666666667,1,0,1,1,0,2,-1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Yoshiyuki Yoshida,Mike Guymon,Welterweight,0.3,0.74,1,3,0.4666666666666667,3.933333333333333,3.933333333333333,0.4666666666666667,0,0,2,0,2,1,-4.0,Southpaw,Orthodox
b,KO/TKO,False,Jason MacDonald,John Salter,Middleweight,0.71,0.42,0,1,2.5,1.5,1.5,2.5,0,0,5,0,5,1,6.0,Orthodox,Southpaw
r,Decision - Unanimous,True,Anderson Silva,Demian Maia,Middleweight,0.54,0.19,0,0,2.44,0.4,0.4,2.44,10,1,10,6,0,1,5.0,Southpaw,Southpaw
b,Decision - Unanimous,True,BJ Penn,Frankie Edgar,Lightweight,0.27,0.26,0,1,2.84,2.44,2.44,2.84,2,3,11,6,4,1,2.0,Orthodox,Orthodox
r,KO/TKO,False,Matt Hughes,Renzo Gracie,Welterweight,0.56,0.31,0,0,5.0,2.4285714285714284,2.4285714285714284,5.0,1,0,16,0,5,0,,Switch,
b,Submission,False,Terry Etim,Rafael Dos Anjos,Lightweight,0.35,0.55,0,2,0.7777777777777778,2.7777777777777777,2.7777777777777777,0.7777777777777778,4,2,5,2,2,2,3.0,Orthodox,Southpaw
b,KO/TKO,False,Kendall Grove,Mark Munoz,Middleweight,0.34,0.41,0,1,1.2857142857142858,3.5714285714285716,3.5714285714285716,1.2857142857142858,1,2,6,2,3,1,8.0,Orthodox,Orthodox
b,Submission,False,Alexander Gustafsson,Phil Davis,Light Heavyweight,0.0,0.77,0,1,0.0,3.5,3.5,0.0,1,1,1,1,0,0,0.0,Orthodox,Orthodox
b,Decision - Split,False,Nick Osipczak,Rick Story,Welterweight,0.68,0.43,2,3,1.8666666666666667,2.066666666666667,2.066666666666667,1.8666666666666667,2,2,2,2,0,1,5.0,Orthodox,Southpaw
r,KO/TKO,False,DaMarques Johnson,Brad Blackburn,Welterweight,0.31,0.44,0,4,2.8333333333333335,4.916666666666667,4.916666666666667,2.8333333333333335,1,0,1,3,1,1,2.0,Orthodox,Orthodox
r,Submission,False,Paul Kelly,Matt Veach,Lightweight,0.64,0.44,0,1,5.875,0.5,0.5,5.875,0,0,3,1,2,1,,Orthodox,
r,Decision - Unanimous,False,Jon Madsen,Mostapha Al-Turk,Heavyweight,0.32,0.15,1,0,2.1333333333333333,1.3333333333333333,1.3333333333333333,2.1333333333333333,1,0,1,0,0,2,-5.0,Orthodox,Orthodox
r,Submission,False,Kenny Florian,Takanori Gomi,Lightweight,0.27,0.17,1,0,4.25,1.6666666666666667,1.6666666666666667,4.25,1,0,10,0,3,0,4.0,Southpaw,Southpaw
r,KO/TKO,False,Roy Nelson,Stefan Struve,Heavyweight,0.6,0.4,0,0,9.0,2.0,2.0,9.0,1,3,1,3,0,1,-11.0,Orthodox,Orthodox
b,KO/TKO,False,Nate Quarry,Jorge Rivera,Middleweight,0.26,0.44,0,0,3.8,5.8,5.8,3.8,2,2,7,6,2,5,-1.0,OpenStance,Orthodox
r,Decision - Unanimous,False,Ross Pearson,Dennis Siver,Lightweight,0.33,0.17,1,2,3.6,2.6,2.6,3.6,2,3,2,4,0,3,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Andre Winner,Rafaello Oliveira,Lightweight,0.3,0.35,0,0,4.066666666666666,3.466666666666667,3.466666666666667,4.066666666666666,1,1,1,1,1,1,2.0,Orthodox,Orthodox
r,Decision - Split,False,Jacob Volkmann,Ronys Torres,Lightweight,0.42,0.4,5,3,1.6,1.3333333333333333,1.3333333333333333,1.6,0,0,0,0,2,1,,Southpaw,
b,Decision - Unanimous,False,Rob Emerson,Nik Lentz,Lightweight,0.32,0.47,0,4,1.6,3.066666666666667,3.066666666666667,1.6,1,1,3,1,2,0,2.0,Orthodox,Orthodox
b,KO/TKO,False,Caol Uno,Gleison Tibau,Lightweight,0.21,0.37,0,1,1.5,5.5,5.5,1.5,0,1,3,6,4,4,-1.0,Southpaw,Southpaw
r,TKO - Doctor's Stoppage,False,Yushin Okami,Lucio Linhares,Middleweight,0.69,0.18,0,0,7.142857142857143,1.1428571428571428,1.1428571428571428,7.142857142857143,0,0,7,0,2,1,,Southpaw,
r,KO/TKO,False,Gerald Harris,Mario Miranda,Middleweight,0.45,0.4,0,0,4.25,4.0,4.0,4.25,1,0,1,0,0,0,3.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Charlie Brenneman,Jason High,Welterweight,0.62,0.38,6,0,2.2,0.8,0.8,2.2,0,0,0,0,0,0,-3.0,Orthodox,Southpaw
r,Decision - Unanimous,True,Georges St-Pierre,Dan Hardy,Welterweight,0.74,0.14,11,0,2.36,0.16,0.16,2.36,6,4,13,4,2,0,2.0,Orthodox,Orthodox
b,KO/TKO,True,Frank Mir,Shane Carwin,Interim Heavyweight,0.3,0.77,0,0,1.0,16.333333333333332,16.333333333333332,1.0,1,3,11,3,4,0,-1.0,Southpaw,Orthodox
r,Submission,False,Kurt Pellegrino,Fabricio Camoes,Lightweight,0.55,0.72,1,1,1.7777777777777777,0.8888888888888888,0.8888888888888888,1.7777777777777777,3,0,6,0,3,0,-1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Ben Saunders,Jon Fitch,Welterweight,0.56,0.72,0,2,1.1333333333333333,4.8,4.8,1.1333333333333333,1,3,4,11,1,1,3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Jim Miller,Mark Bocek,Lightweight,0.34,0.37,1,4,1.5333333333333334,1.1333333333333333,1.1333333333333333,1.5333333333333334,3,3,5,4,1,2,-4.0,Southpaw,Orthodox
r,KO/TKO,False,Nate Diaz,Rory Markham,Welterweight,0.56,0.13,0,0,17.0,1.5,1.5,17.0,0,0,6,1,3,1,5.0,Southpaw,Orthodox
r,Submission,False,Ricardo Almeida,Matt Brown,Welterweight,0.55,0.6,5,0,1.875,0.75,0.75,1.875,2,3,4,4,3,1,-1.0,Orthodox,Orthodox
r,Submission,False,Rousimar Palhares,Tomasz Drwal,Middleweight,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,3,3,3,1,1,-5.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Rodney Wallace,Jared Hamman,Light Heavyweight,0.51,0.48,11,2,2.2666666666666666,4.0,4.0,2.2666666666666666,0,0,0,0,1,1,-3.0,Switch,Orthodox
r,DQ,False,Matthew Riddle,Greg Soto,Welterweight,0.53,0.53,4,0,4.2727272727272725,1.9090909090909092,1.9090909090909092,4.2727272727272725,0,0,3,0,1,0,3.0,Southpaw,Orthodox
b,KO/TKO,False,Brandon Vera,Jon Jones,Light Heavyweight,0.62,0.64,0,2,1.6666666666666667,3.6666666666666665,3.6666666666666665,1.6666666666666667,0,0,7,3,4,1,-6.0,Orthodox,Orthodox
r,KO/TKO,False,Junior Dos Santos,Gabriel Gonzaga,Heavyweight,0.57,0.47,0,1,6.666666666666667,3.0,3.0,6.666666666666667,4,1,4,7,0,3,1.0,Orthodox,Orthodox
r,KO/TKO,False,Cheick Kongo,Paul Buentello,Heavyweight,0.56,0.1,9,0,4.818181818181818,0.2727272727272727,0.2727272727272727,4.818181818181818,0,0,7,3,4,2,5.0,Orthodox,Orthodox
r,KO/TKO,False,Alessio Sakara,James Irvin,Middleweight,0.44,0.37,0,0,4.333333333333333,2.0,2.0,4.333333333333333,2,0,5,4,4,4,-3.0,Orthodox,Orthodox
r,Submission,False,Clay Guida,Shannon Gugerty,Lightweight,0.42,0.14,2,0,1.75,0.125,0.125,1.75,0,0,5,2,5,2,-1.0,Orthodox,Orthodox
b,Decision - Split,False,Eliot Marshall,Vladimir Matyushenko,Light Heavyweight,0.19,0.3,0,2,1.2666666666666666,1.8666666666666667,1.8666666666666667,1.2666666666666666,3,1,3,4,0,2,3.0,Orthodox,Orthodox
b,KO/TKO,False,Duane Ludwig,Darren Elkins,Lightweight,0.2,0.0,0,1,1.0,0.0,0.0,1.0,0,0,2,0,1,0,-1.0,Orthodox,Orthodox
r,KO/TKO,False,John Howard,Daniel Roberts,Welterweight,0.75,0.41,1,1,3.0,3.5,3.5,3.0,3,0,3,0,0,0,-2.0,Orthodox,Southpaw
r,KO/TKO,False,Brendan Schaub,Chase Gormley,Heavyweight,0.69,0.33,0,0,25.0,2.0,2.0,25.0,0,0,0,0,1,1,,Orthodox,
r,Decision - Unanimous,False,Mike Pierce,Julio Paulino,Welterweight,0.51,0.27,6,0,2.6,1.1333333333333333,1.1333333333333333,2.6,0,0,1,0,1,0,,Orthodox,
b,Decision - Unanimous,False,Eric Schafer,Jason Brilz,Light Heavyweight,0.33,0.48,2,3,1.8,4.666666666666667,4.666666666666667,1.8,0,0,3,2,3,1,5.0,Orthodox,Orthodox
r,KO/TKO,False,Cain Velasquez,Antonio Rodrigo Nogueira,Heavyweight,0.51,0.13,0,0,11.5,1.5,1.5,11.5,5,1,5,3,0,1,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Wanderlei Silva,Michael Bisping,Middleweight,0.25,0.23,1,5,2.8,2.1333333333333333,2.1333333333333333,2.8,0,1,2,8,5,2,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,George Sotiropoulos,Joe Stevenson,Lightweight,0.22,0.22,2,3,1.3333333333333333,0.4666666666666667,0.4666666666666667,1.3333333333333333,4,2,4,8,0,4,1.0,Orthodox,Orthodox
r,KO/TKO,False,Ryan Bader,Keith Jardine,Light Heavyweight,0.46,0.2,3,0,2.4166666666666665,1.25,1.25,2.4166666666666665,3,0,3,6,0,5,-2.0,Orthodox,Orthodox
r,TKO - Doctor's Stoppage,False,Mirko Filipovic,Anthony Perosh,Heavyweight,0.46,0.36,0,0,2.9,0.9,0.9,2.9,0,0,2,0,3,2,-2.0,Southpaw,Orthodox
r,TKO - Doctor's Stoppage,False,Krzysztof Soszynski,Stephan Bonnar,Light Heavyweight,0.39,0.3,0,2,4.363636363636363,3.272727272727273,3.272727272727273,4.363636363636363,0,0,3,5,1,5,-2.0,OpenStance,Orthodox
r,Submission,False,Chris Lytle,Brian Foster,Welterweight,0.14,0.22,0,1,2.0,5.0,5.0,2.0,1,1,6,1,9,1,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,CB Dollaway,Goran Reljic,Middleweight,0.34,0.4,5,1,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1,1,3,1,2,0,-5.0,Orthodox,Southpaw
r,KO/TKO,False,James Te Huna,Igor Pokrajac,Light Heavyweight,0.42,0.46,5,2,1.6923076923076923,1.9230769230769231,1.9230769230769231,1.6923076923076923,0,0,0,0,0,1,1.0,Orthodox,Orthodox
r,Submission,False,Randy Couture,Mark Coleman,Light Heavyweight,0.65,0.47,1,0,7.333333333333333,1.6666666666666667,1.6666666666666667,7.333333333333333,1,1,14,7,7,4,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Chael Sonnen,Nate Marquardt,Middleweight,0.69,0.45,6,0,2.6,0.7333333333333333,0.7333333333333333,2.6,2,3,3,8,3,2,-1.0,Southpaw,Orthodox
r,Submission,False,Paulo Thiago,Mike Swick,Welterweight,0.36,0.11,0,1,1.5,1.1666666666666667,1.1666666666666667,1.5,1,0,2,9,1,2,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Demian Maia,Dan Miller,Middleweight,0.38,0.21,4,0,2.0,1.3333333333333333,1.3333333333333333,2.0,0,0,5,3,1,1,-2.0,Southpaw,Orthodox
r,KO/TKO,False,Matt Serra,Frank Trigg,Welterweight,0.33,0.28,0,0,6.0,3.0,3.0,6.0,0,0,6,2,6,4,-3.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Mac Danzig,Justin Buchholz,Lightweight,0.49,0.23,3,0,4.133333333333334,2.0,2.0,4.133333333333334,0,0,2,1,3,3,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Melvin Guillard,Ronys Torres,Lightweight,0.41,0.12,0,5,2.2666666666666666,0.4,0.4,2.2666666666666666,0,0,5,0,4,0,,Orthodox,
r,Decision - Unanimous,False,Rob Emerson,Phillipe Nover,Lightweight,0.49,0.39,7,0,1.7333333333333334,1.2666666666666666,1.2666666666666666,1.7333333333333334,0,0,2,0,2,2,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Phil Davis,Brian Stann,Light Heavyweight,0.46,0.18,3,0,3.2,0.3333333333333333,0.3333333333333333,3.2,0,2,0,2,0,1,5.0,Orthodox,Orthodox
